well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
E8,0.082,GC048,3,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆dpp,Single KO,0.0028888888888888853
E9,0.08,GC053,3,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆opp,Single KO,0.0008888888888888835
E10,0.086,GC055,3,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆mgl,Single KO,0.006888888888888875
F3,0.084,GC030,1,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆glt,Single KO,0.004888888888888887
F4,0.085,GC030,2,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆glt,Single KO,0.005888888888888888
F5,0.083,GC030,3,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆glt,Single KO,0.003888888888888886
F6,0.085,GC029,1,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆flh,Single KO,0.005888888888888888
F7,0.085,GC029,2,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆flh,Single KO,0.005888888888888888
F8,0.083,GC029,3,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,∆flh,Single KO,0.003888888888888886
F9,0.083,GC001,1,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,WT,WT,0.003888888888888886
F10,0.083,GC001,2,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,WT,WT,0.003888888888888886
F11,0.083,GC001,3,glucose-acetate,2021-09-10,1,0.0,0.07911111111111112,WT,WT,0.003888888888888886
C3,0.087,GC032,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆mal,Single KO,0.007814814814814816
C4,0.087,GC049,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆pot,Single KO,0.007814814814814816
C5,0.085,GC052,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆nmp,Single KO,0.005814814814814828
C6,0.083,GC047,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆his,Single KO,0.0038148148148148264
C7,0.083,GC050,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆rbs,Single KO,0.0038148148148148264
C8,0.083,GC048,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆dpp,Single KO,0.0038148148148148264
C9,0.082,GC053,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆opp,Single KO,0.0028148148148148255
C10,0.087,GC055,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆mgl,Single KO,0.007814814814814816
D3,0.087,GC032,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆mal,Single KO,0.007814814814814816
D4,0.084,GC049,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆pot,Single KO,0.004814814814814827
D5,0.083,GC052,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆nmp,Single KO,0.0038148148148148264
D6,0.081,GC047,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆his,Single KO,0.0018148148148148247
D7,0.083,GC050,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆rbs,Single KO,0.0038148148148148264
D8,0.082,GC048,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆dpp,Single KO,0.0028148148148148255
D9,0.08,GC053,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆opp,Single KO,0.0008148148148148238
D10,0.087,GC055,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆mgl,Single KO,0.007814814814814816
E3,0.085,GC032,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆mal,Single KO,0.005814814814814828
E4,0.084,GC049,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆pot,Single KO,0.004814814814814827
E5,0.082,GC052,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆nmp,Single KO,0.0028148148148148255
E6,0.082,GC047,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆his,Single KO,0.0028148148148148255
E7,0.082,GC050,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆rbs,Single KO,0.0028148148148148255
E8,0.082,GC048,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆dpp,Single KO,0.0028148148148148255
E9,0.081,GC053,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆opp,Single KO,0.0018148148148148247
E10,0.087,GC055,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆mgl,Single KO,0.007814814814814816
F3,0.085,GC030,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆glt,Single KO,0.005814814814814828
F4,0.086,GC030,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆glt,Single KO,0.006814814814814815
F5,0.085,GC030,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆glt,Single KO,0.005814814814814828
F6,0.085,GC029,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆flh,Single KO,0.005814814814814828
F7,0.086,GC029,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆flh,Single KO,0.006814814814814815
F8,0.084,GC029,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,∆flh,Single KO,0.004814814814814827
F9,0.084,GC001,1,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,WT,WT,0.004814814814814827
F10,0.084,GC001,2,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,WT,WT,0.004814814814814827
F11,0.084,GC001,3,glucose-acetate,2021-09-10,1,0.12555555555555556,0.07918518518518518,WT,WT,0.004814814814814827
C3,0.088,GC032,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆mal,Single KO,0.00877777777777776
C4,0.088,GC049,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆pot,Single KO,0.00877777777777776
C5,0.086,GC052,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆nmp,Single KO,0.006777777777777758
C6,0.084,GC047,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆his,Single KO,0.00477777777777777
C7,0.083,GC050,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆rbs,Single KO,0.003777777777777769
C8,0.084,GC048,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆dpp,Single KO,0.00477777777777777
C9,0.083,GC053,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆opp,Single KO,0.003777777777777769
C10,0.087,GC055,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆mgl,Single KO,0.0077777777777777585
D3,0.088,GC032,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆mal,Single KO,0.00877777777777776
D4,0.085,GC049,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆pot,Single KO,0.005777777777777771
D5,0.084,GC052,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆nmp,Single KO,0.00477777777777777
D6,0.082,GC047,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆his,Single KO,0.002777777777777768
D7,0.084,GC050,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆rbs,Single KO,0.00477777777777777
D8,0.083,GC048,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆dpp,Single KO,0.003777777777777769
D9,0.08,GC053,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆opp,Single KO,0.0007777777777777661
D10,0.087,GC055,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆mgl,Single KO,0.0077777777777777585
E3,0.086,GC032,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆mal,Single KO,0.006777777777777758
E4,0.084,GC049,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆pot,Single KO,0.00477777777777777
E5,0.083,GC052,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆nmp,Single KO,0.003777777777777769
E6,0.083,GC047,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆his,Single KO,0.003777777777777769
E7,0.082,GC050,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆rbs,Single KO,0.002777777777777768
E8,0.083,GC048,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆dpp,Single KO,0.003777777777777769
E9,0.081,GC053,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆opp,Single KO,0.001777777777777767
E10,0.087,GC055,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆mgl,Single KO,0.0077777777777777585
F3,0.085,GC030,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆glt,Single KO,0.005777777777777771
F4,0.086,GC030,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆glt,Single KO,0.006777777777777758
F5,0.085,GC030,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆glt,Single KO,0.005777777777777771
F6,0.086,GC029,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆flh,Single KO,0.006777777777777758
F7,0.087,GC029,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆flh,Single KO,0.0077777777777777585
F8,0.084,GC029,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,∆flh,Single KO,0.00477777777777777
F9,0.085,GC001,1,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,WT,WT,0.005777777777777771
F10,0.084,GC001,2,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,WT,WT,0.00477777777777777
F11,0.084,GC001,3,glucose-acetate,2021-09-10,1,0.2511111111111111,0.07922222222222224,WT,WT,0.00477777777777777
C3,0.088,GC032,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆mal,Single KO,0.008814814814814817
C4,0.088,GC049,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆pot,Single KO,0.008814814814814817
C5,0.086,GC052,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆nmp,Single KO,0.006814814814814815
C6,0.085,GC047,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆his,Single KO,0.005814814814814828
C7,0.083,GC050,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆rbs,Single KO,0.0038148148148148264
C8,0.085,GC048,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆dpp,Single KO,0.005814814814814828
C9,0.083,GC053,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆opp,Single KO,0.0038148148148148264
C10,0.087,GC055,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆mgl,Single KO,0.007814814814814816
D3,0.088,GC032,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆mal,Single KO,0.008814814814814817
D4,0.085,GC049,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆pot,Single KO,0.005814814814814828
D5,0.084,GC052,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆nmp,Single KO,0.004814814814814827
D6,0.083,GC047,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆his,Single KO,0.0038148148148148264
D7,0.084,GC050,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆rbs,Single KO,0.004814814814814827
D8,0.083,GC048,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆dpp,Single KO,0.0038148148148148264
D9,0.081,GC053,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆opp,Single KO,0.0018148148148148247
D10,0.087,GC055,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆mgl,Single KO,0.007814814814814816
E3,0.086,GC032,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆mal,Single KO,0.006814814814814815
E4,0.084,GC049,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆pot,Single KO,0.004814814814814827
E5,0.084,GC052,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆nmp,Single KO,0.004814814814814827
E6,0.083,GC047,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆his,Single KO,0.0038148148148148264
E7,0.083,GC050,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆rbs,Single KO,0.0038148148148148264
E8,0.083,GC048,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆dpp,Single KO,0.0038148148148148264
E9,0.081,GC053,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆opp,Single KO,0.0018148148148148247
E10,0.088,GC055,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆mgl,Single KO,0.008814814814814817
F3,0.085,GC030,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆glt,Single KO,0.005814814814814828
F4,0.086,GC030,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆glt,Single KO,0.006814814814814815
F5,0.085,GC030,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆glt,Single KO,0.005814814814814828
F6,0.086,GC029,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆flh,Single KO,0.006814814814814815
F7,0.087,GC029,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆flh,Single KO,0.007814814814814816
F8,0.085,GC029,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,∆flh,Single KO,0.005814814814814828
F9,0.085,GC001,1,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,WT,WT,0.005814814814814828
F10,0.084,GC001,2,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,WT,WT,0.004814814814814827
F11,0.084,GC001,3,glucose-acetate,2021-09-10,1,0.37666666666666665,0.07918518518518518,WT,WT,0.004814814814814827
C3,0.088,GC032,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆mal,Single KO,0.0087037037037037
C4,0.088,GC049,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆pot,Single KO,0.0087037037037037
C5,0.086,GC052,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆nmp,Single KO,0.006703703703703698
C6,0.085,GC047,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆his,Single KO,0.005703703703703711
C7,0.084,GC050,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆rbs,Single KO,0.00470370370370371
C8,0.084,GC048,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆dpp,Single KO,0.00470370370370371
C9,0.083,GC053,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆opp,Single KO,0.003703703703703709
C10,0.088,GC055,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆mgl,Single KO,0.0087037037037037
D3,0.089,GC032,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆mal,Single KO,0.0097037037037037
D4,0.085,GC049,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆pot,Single KO,0.005703703703703711
D5,0.084,GC052,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆nmp,Single KO,0.00470370370370371
D6,0.083,GC047,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆his,Single KO,0.003703703703703709
D7,0.084,GC050,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆rbs,Single KO,0.00470370370370371
D8,0.083,GC048,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆dpp,Single KO,0.003703703703703709
D9,0.081,GC053,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆opp,Single KO,0.0017037037037037073
D10,0.088,GC055,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆mgl,Single KO,0.0087037037037037
E3,0.086,GC032,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆mal,Single KO,0.006703703703703698
E4,0.085,GC049,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆pot,Single KO,0.005703703703703711
E5,0.084,GC052,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆nmp,Single KO,0.00470370370370371
E6,0.083,GC047,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆his,Single KO,0.003703703703703709
E7,0.083,GC050,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆rbs,Single KO,0.003703703703703709
E8,0.084,GC048,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆dpp,Single KO,0.00470370370370371
E9,0.082,GC053,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆opp,Single KO,0.002703703703703708
E10,0.088,GC055,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆mgl,Single KO,0.0087037037037037
F3,0.085,GC030,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆glt,Single KO,0.005703703703703711
F4,0.086,GC030,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆glt,Single KO,0.006703703703703698
F5,0.085,GC030,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆glt,Single KO,0.005703703703703711
F6,0.087,GC029,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆flh,Single KO,0.007703703703703699
F7,0.087,GC029,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆flh,Single KO,0.007703703703703699
F8,0.085,GC029,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,∆flh,Single KO,0.005703703703703711
F9,0.085,GC001,1,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,WT,WT,0.005703703703703711
F10,0.085,GC001,2,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,WT,WT,0.005703703703703711
F11,0.084,GC001,3,glucose-acetate,2021-09-10,1,0.5022222222222222,0.0792962962962963,WT,WT,0.00470370370370371
C3,0.089,GC032,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆mal,Single KO,0.009592592592592583
C4,0.089,GC049,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆pot,Single KO,0.009592592592592583
C5,0.086,GC052,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆nmp,Single KO,0.0065925925925925805
C6,0.084,GC047,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆his,Single KO,0.0045925925925925926
C7,0.084,GC050,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆rbs,Single KO,0.0045925925925925926
C8,0.085,GC048,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆dpp,Single KO,0.0055925925925925934
C9,0.083,GC053,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆opp,Single KO,0.0035925925925925917
C10,0.088,GC055,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆mgl,Single KO,0.008592592592592582
D3,0.089,GC032,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆mal,Single KO,0.009592592592592583
D4,0.086,GC049,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆pot,Single KO,0.0065925925925925805
D5,0.085,GC052,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆nmp,Single KO,0.0055925925925925934
D6,0.083,GC047,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆his,Single KO,0.0035925925925925917
D7,0.085,GC050,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆rbs,Single KO,0.0055925925925925934
D8,0.083,GC048,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆dpp,Single KO,0.0035925925925925917
D9,0.081,GC053,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆opp,Single KO,0.00159259259259259
D10,0.088,GC055,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆mgl,Single KO,0.008592592592592582
E3,0.087,GC032,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆mal,Single KO,0.007592592592592581
E4,0.085,GC049,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆pot,Single KO,0.0055925925925925934
E5,0.084,GC052,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆nmp,Single KO,0.0045925925925925926
E6,0.083,GC047,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆his,Single KO,0.0035925925925925917
E7,0.083,GC050,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆rbs,Single KO,0.0035925925925925917
E8,0.083,GC048,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆dpp,Single KO,0.0035925925925925917
E9,0.082,GC053,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆opp,Single KO,0.002592592592592591
E10,0.089,GC055,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆mgl,Single KO,0.009592592592592583
F3,0.085,GC030,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆glt,Single KO,0.0055925925925925934
F4,0.086,GC030,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆glt,Single KO,0.0065925925925925805
F5,0.085,GC030,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆glt,Single KO,0.0055925925925925934
F6,0.087,GC029,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆flh,Single KO,0.007592592592592581
F7,0.088,GC029,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆flh,Single KO,0.008592592592592582
F8,0.086,GC029,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,∆flh,Single KO,0.0065925925925925805
F9,0.085,GC001,1,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,WT,WT,0.0055925925925925934
F10,0.085,GC001,2,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,WT,WT,0.0055925925925925934
F11,0.085,GC001,3,glucose-acetate,2021-09-10,1,0.6277777777777778,0.07940740740740741,WT,WT,0.0055925925925925934
C3,0.089,GC032,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆mal,Single KO,0.009740740740740744
C4,0.089,GC049,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆pot,Single KO,0.009740740740740744
C5,0.086,GC052,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆nmp,Single KO,0.006740740740740742
C6,0.085,GC047,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆his,Single KO,0.005740740740740755
C7,0.085,GC050,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆rbs,Single KO,0.005740740740740755
C8,0.085,GC048,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆dpp,Single KO,0.005740740740740755
C9,0.083,GC053,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆opp,Single KO,0.003740740740740753
C10,0.089,GC055,1,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆mgl,Single KO,0.009740740740740744
D3,0.09,GC032,2,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆mal,Single KO,0.010740740740740745
D4,0.086,GC049,2,glucose-acetate,2021-09-10,1,0.7533333333333333,0.07925925925925925,∆pot,Single KO,0.006740740740740742
