well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
D5,0.09,GC052,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆nmp,Single KO,0.010592592592592598
D6,0.102,GC047,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆his,Single KO,0.022592592592592595
D7,0.122,GC050,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆rbs,Single KO,0.0425925925925926
D8,0.084,GC048,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆dpp,Single KO,0.0045925925925926064
D9,0.098,GC053,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆opp,Single KO,0.018592592592592605
D10,0.107,GC055,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆mgl,Single KO,0.0275925925925926
E3,0.09,GC032,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆mal,Single KO,0.010592592592592598
E4,0.089,GC049,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆pot,Single KO,0.009592592592592597
E5,0.091,GC052,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆nmp,Single KO,0.011592592592592599
E6,0.099,GC047,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆his,Single KO,0.019592592592592606
E7,0.12,GC050,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆rbs,Single KO,0.0405925925925926
E8,0.084,GC048,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆dpp,Single KO,0.0045925925925926064
E9,0.102,GC053,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆opp,Single KO,0.022592592592592595
E10,0.107,GC055,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆mgl,Single KO,0.0275925925925926
F3,0.112,GC030,1,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆glt,Single KO,0.032592592592592604
F4,0.112,GC030,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆glt,Single KO,0.032592592592592604
F5,0.112,GC030,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆glt,Single KO,0.032592592592592604
F6,0.097,GC029,1,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆flh,Single KO,0.017592592592592604
F7,0.097,GC029,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆flh,Single KO,0.017592592592592604
F8,0.096,GC029,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,∆flh,Single KO,0.016592592592592603
F9,0.105,GC001,1,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,WT,WT,0.025592592592592597
F10,0.106,GC001,2,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,WT,WT,0.026592592592592598
F11,0.109,GC001,3,glucose-acetate,2021-09-09,1,1.6322222222222222,0.0794074074074074,WT,WT,0.0295925925925926
C3,0.093,GC032,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆mal,Single KO,0.01351851851851854
C4,0.092,GC049,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆pot,Single KO,0.01251851851851854
C5,0.092,GC052,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆nmp,Single KO,0.01251851851851854
C6,0.101,GC047,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆his,Single KO,0.021518518518518548
C7,0.126,GC050,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆rbs,Single KO,0.04651851851851854
C8,0.084,GC048,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆dpp,Single KO,0.004518518518518547
C9,0.102,GC053,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆opp,Single KO,0.022518518518518535
C10,0.109,GC055,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆mgl,Single KO,0.02951851851851854
D3,0.092,GC032,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆mal,Single KO,0.01251851851851854
D4,0.089,GC049,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆pot,Single KO,0.009518518518518537
D5,0.091,GC052,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆nmp,Single KO,0.011518518518518539
D6,0.104,GC047,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆his,Single KO,0.024518518518518537
D7,0.127,GC050,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆rbs,Single KO,0.04751851851851854
D8,0.084,GC048,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆dpp,Single KO,0.004518518518518547
D9,0.101,GC053,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆opp,Single KO,0.021518518518518548
D10,0.109,GC055,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆mgl,Single KO,0.02951851851851854
E3,0.091,GC032,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆mal,Single KO,0.011518518518518539
E4,0.09,GC049,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆pot,Single KO,0.010518518518518538
E5,0.092,GC052,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆nmp,Single KO,0.01251851851851854
E6,0.101,GC047,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆his,Single KO,0.021518518518518548
E7,0.125,GC050,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆rbs,Single KO,0.04551851851851854
E8,0.085,GC048,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆dpp,Single KO,0.005518518518518548
E9,0.104,GC053,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆opp,Single KO,0.024518518518518537
E10,0.11,GC055,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆mgl,Single KO,0.030518518518518542
F3,0.115,GC030,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆glt,Single KO,0.035518518518518546
F4,0.116,GC030,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆glt,Single KO,0.03651851851851855
F5,0.115,GC030,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆glt,Single KO,0.035518518518518546
F6,0.099,GC029,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆flh,Single KO,0.019518518518518546
F7,0.099,GC029,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆flh,Single KO,0.019518518518518546
F8,0.098,GC029,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,∆flh,Single KO,0.018518518518518545
F9,0.108,GC001,1,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,WT,WT,0.02851851851851854
F10,0.108,GC001,2,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,WT,WT,0.02851851851851854
F11,0.105,GC001,3,glucose-acetate,2021-09-09,1,1.7577777777777779,0.07948148148148146,WT,WT,0.025518518518518538
C3,0.094,GC032,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆mal,Single KO,0.014444444444444454
C4,0.093,GC049,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆pot,Single KO,0.013444444444444453
C5,0.094,GC052,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆nmp,Single KO,0.014444444444444454
C6,0.104,GC047,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆his,Single KO,0.02444444444444445
C7,0.132,GC050,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆rbs,Single KO,0.05244444444444446
C8,0.084,GC048,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆dpp,Single KO,0.004444444444444459
C9,0.104,GC053,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆opp,Single KO,0.02444444444444445
C10,0.112,GC055,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆mgl,Single KO,0.032444444444444456
D3,0.093,GC032,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆mal,Single KO,0.013444444444444453
D4,0.091,GC049,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆pot,Single KO,0.011444444444444452
D5,0.092,GC052,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆nmp,Single KO,0.012444444444444452
D6,0.106,GC047,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆his,Single KO,0.02644444444444445
D7,0.133,GC050,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆rbs,Single KO,0.05344444444444446
D8,0.085,GC048,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆dpp,Single KO,0.00544444444444446
D9,0.103,GC053,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆opp,Single KO,0.02344444444444445
D10,0.113,GC055,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆mgl,Single KO,0.03344444444444446
E3,0.092,GC032,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆mal,Single KO,0.012444444444444452
E4,0.091,GC049,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆pot,Single KO,0.011444444444444452
E5,0.093,GC052,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆nmp,Single KO,0.013444444444444453
E6,0.103,GC047,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆his,Single KO,0.02344444444444445
E7,0.131,GC050,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆rbs,Single KO,0.05144444444444446
E8,0.085,GC048,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆dpp,Single KO,0.00544444444444446
E9,0.106,GC053,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆opp,Single KO,0.02644444444444445
E10,0.113,GC055,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆mgl,Single KO,0.03344444444444446
F3,0.119,GC030,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆glt,Single KO,0.03944444444444445
F4,0.12,GC030,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆glt,Single KO,0.04044444444444445
F5,0.119,GC030,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆glt,Single KO,0.03944444444444445
F6,0.101,GC029,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆flh,Single KO,0.02144444444444446
F7,0.101,GC029,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆flh,Single KO,0.02144444444444446
F8,0.1,GC029,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,∆flh,Single KO,0.02044444444444446
F9,0.111,GC001,1,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,WT,WT,0.031444444444444455
F10,0.111,GC001,2,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,WT,WT,0.031444444444444455
F11,0.114,GC001,3,glucose-acetate,2021-09-09,1,1.8833333333333333,0.07955555555555555,WT,WT,0.03444444444444446
C3,0.095,GC032,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆mal,Single KO,0.015555555555555572
C4,0.094,GC049,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆pot,Single KO,0.014555555555555572
C5,0.095,GC052,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆nmp,Single KO,0.015555555555555572
C6,0.106,GC047,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆his,Single KO,0.02655555555555557
C7,0.139,GC050,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆rbs,Single KO,0.059555555555555584
C8,0.084,GC048,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆dpp,Single KO,0.0045555555555555766
C9,0.107,GC053,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆opp,Single KO,0.02755555555555557
C10,0.116,GC055,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆mgl,Single KO,0.03655555555555558
D3,0.095,GC032,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆mal,Single KO,0.015555555555555572
D4,0.092,GC049,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆pot,Single KO,0.01255555555555557
D5,0.094,GC052,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆nmp,Single KO,0.014555555555555572
D6,0.108,GC047,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆his,Single KO,0.02855555555555557
D7,0.14,GC050,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆rbs,Single KO,0.060555555555555585
D8,0.085,GC048,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆dpp,Single KO,0.0055555555555555775
D9,0.105,GC053,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆opp,Single KO,0.025555555555555567
D10,0.116,GC055,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆mgl,Single KO,0.03655555555555558
E3,0.093,GC032,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆mal,Single KO,0.01355555555555557
E4,0.092,GC049,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆pot,Single KO,0.01255555555555557
E5,0.094,GC052,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆nmp,Single KO,0.014555555555555572
E6,0.106,GC047,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆his,Single KO,0.02655555555555557
E7,0.138,GC050,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆rbs,Single KO,0.05855555555555558
E8,0.085,GC048,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆dpp,Single KO,0.0055555555555555775
E9,0.109,GC053,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆opp,Single KO,0.02955555555555557
E10,0.116,GC055,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆mgl,Single KO,0.03655555555555558
F3,0.123,GC030,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆glt,Single KO,0.04355555555555557
F4,0.123,GC030,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆glt,Single KO,0.04355555555555557
F5,0.123,GC030,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆glt,Single KO,0.04355555555555557
F6,0.104,GC029,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆flh,Single KO,0.024555555555555567
F7,0.103,GC029,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆flh,Single KO,0.023555555555555566
F8,0.102,GC029,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,∆flh,Single KO,0.022555555555555565
F9,0.114,GC001,1,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,WT,WT,0.034555555555555575
F10,0.114,GC001,2,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,WT,WT,0.034555555555555575
F11,0.117,GC001,3,glucose-acetate,2021-09-09,1,2.008888888888889,0.07944444444444443,WT,WT,0.03755555555555558
C3,0.097,GC032,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆mal,Single KO,0.017666666666666678
C4,0.096,GC049,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆pot,Single KO,0.016666666666666677
C5,0.097,GC052,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆nmp,Single KO,0.017666666666666678
C6,0.109,GC047,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆his,Single KO,0.029666666666666675
C7,0.145,GC050,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆rbs,Single KO,0.06566666666666666
C8,0.085,GC048,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆dpp,Single KO,0.005666666666666681
C9,0.109,GC053,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆opp,Single KO,0.029666666666666675
C10,0.119,GC055,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆mgl,Single KO,0.03966666666666667
D3,0.096,GC032,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆mal,Single KO,0.016666666666666677
D4,0.093,GC049,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆pot,Single KO,0.013666666666666674
D5,0.095,GC052,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆nmp,Single KO,0.015666666666666676
D6,0.111,GC047,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆his,Single KO,0.031666666666666676
D7,0.146,GC050,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆rbs,Single KO,0.06666666666666667
D8,0.085,GC048,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆dpp,Single KO,0.005666666666666681
D9,0.108,GC053,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆opp,Single KO,0.028666666666666674
D10,0.119,GC055,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆mgl,Single KO,0.03966666666666667
E3,0.095,GC032,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆mal,Single KO,0.015666666666666676
E4,0.094,GC049,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆pot,Single KO,0.014666666666666675
E5,0.096,GC052,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆nmp,Single KO,0.016666666666666677
E6,0.109,GC047,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆his,Single KO,0.029666666666666675
E7,0.144,GC050,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆rbs,Single KO,0.06466666666666666
E8,0.086,GC048,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆dpp,Single KO,0.006666666666666668
E9,0.111,GC053,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆opp,Single KO,0.031666666666666676
E10,0.12,GC055,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆mgl,Single KO,0.04066666666666667
F3,0.125,GC030,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆glt,Single KO,0.045666666666666675
F4,0.126,GC030,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆glt,Single KO,0.046666666666666676
F5,0.125,GC030,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆glt,Single KO,0.045666666666666675
F6,0.106,GC029,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆flh,Single KO,0.026666666666666672
F7,0.106,GC029,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆flh,Single KO,0.026666666666666672
F8,0.105,GC029,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,∆flh,Single KO,0.02566666666666667
F9,0.117,GC001,1,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,WT,WT,0.03766666666666668
F10,0.117,GC001,2,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,WT,WT,0.03766666666666668
F11,0.12,GC001,3,glucose-acetate,2021-09-09,1,2.1344444444444446,0.07933333333333333,WT,WT,0.04066666666666667
C3,0.099,GC032,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆mal,Single KO,0.019518518518518546
C4,0.097,GC049,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆pot,Single KO,0.017518518518518544
C5,0.098,GC052,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆nmp,Single KO,0.018518518518518545
C6,0.112,GC047,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆his,Single KO,0.032518518518518544
C7,0.148,GC050,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆rbs,Single KO,0.06851851851851853
C8,0.085,GC048,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆dpp,Single KO,0.005518518518518548
C9,0.112,GC053,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆opp,Single KO,0.032518518518518544
C10,0.123,GC055,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆mgl,Single KO,0.04351851851851854
D3,0.098,GC032,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆mal,Single KO,0.018518518518518545
D4,0.094,GC049,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆pot,Single KO,0.014518518518518542
D5,0.097,GC052,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆nmp,Single KO,0.017518518518518544
D6,0.115,GC047,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆his,Single KO,0.035518518518518546
D7,0.15,GC050,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆rbs,Single KO,0.07051851851851854
D8,0.086,GC048,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆dpp,Single KO,0.006518518518518535
D9,0.111,GC053,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆opp,Single KO,0.03151851851851854
D10,0.124,GC055,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆mgl,Single KO,0.04451851851851854
E3,0.097,GC032,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆mal,Single KO,0.017518518518518544
E4,0.095,GC049,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆pot,Single KO,0.015518518518518543
E5,0.097,GC052,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆nmp,Single KO,0.017518518518518544
E6,0.112,GC047,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆his,Single KO,0.032518518518518544
E7,0.148,GC050,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆rbs,Single KO,0.06851851851851853
E8,0.086,GC048,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆dpp,Single KO,0.006518518518518535
E9,0.114,GC053,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆opp,Single KO,0.034518518518518546
E10,0.124,GC055,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆mgl,Single KO,0.04451851851851854
F3,0.126,GC030,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆glt,Single KO,0.04651851851851854
F4,0.127,GC030,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆glt,Single KO,0.04751851851851854
F5,0.126,GC030,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆glt,Single KO,0.04651851851851854
F6,0.11,GC029,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆flh,Single KO,0.030518518518518542
F7,0.109,GC029,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆flh,Single KO,0.02951851851851854
F8,0.108,GC029,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,∆flh,Single KO,0.02851851851851854
F9,0.121,GC001,1,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,WT,WT,0.04151851851851854
F10,0.121,GC001,2,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,WT,WT,0.04151851851851854
F11,0.124,GC001,3,glucose-acetate,2021-09-09,1,2.26,0.07948148148148146,WT,WT,0.04451851851851854
C3,0.101,GC032,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆mal,Single KO,0.021555555555555578
C4,0.099,GC049,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆pot,Single KO,0.019555555555555576
C5,0.1,GC052,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆nmp,Single KO,0.020555555555555577
C6,0.116,GC047,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆his,Single KO,0.03655555555555558
C7,0.15,GC050,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆rbs,Single KO,0.07055555555555557
C8,0.086,GC048,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆dpp,Single KO,0.0065555555555555645
C9,0.115,GC053,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆opp,Single KO,0.035555555555555576
C10,0.127,GC055,1,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆mgl,Single KO,0.04755555555555557
D3,0.1,GC032,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆mal,Single KO,0.020555555555555577
D4,0.096,GC049,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆pot,Single KO,0.016555555555555573
D5,0.099,GC052,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆nmp,Single KO,0.019555555555555576
D6,0.118,GC047,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆his,Single KO,0.038555555555555565
D7,0.152,GC050,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆rbs,Single KO,0.07255555555555557
D8,0.087,GC048,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆dpp,Single KO,0.007555555555555565
D9,0.114,GC053,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆opp,Single KO,0.034555555555555575
D10,0.127,GC055,2,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆mgl,Single KO,0.04755555555555557
E3,0.099,GC032,3,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆mal,Single KO,0.019555555555555576
E4,0.096,GC049,3,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆pot,Single KO,0.016555555555555573
E5,0.099,GC052,3,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆nmp,Single KO,0.019555555555555576
E6,0.116,GC047,3,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆his,Single KO,0.03655555555555558
E7,0.15,GC050,3,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆rbs,Single KO,0.07055555555555557
E8,0.087,GC048,3,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆dpp,Single KO,0.007555555555555565
E9,0.117,GC053,3,glucose-acetate,2021-09-09,1,2.3855555555555554,0.07944444444444443,∆opp,Single KO,0.03755555555555558
