well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
D3,0.084,GC032,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆mal,Single KO,0.00466666666666668
D4,0.083,GC049,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆pot,Single KO,0.003666666666666679
D5,0.083,GC052,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆nmp,Single KO,0.003666666666666679
D6,0.089,GC047,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆his,Single KO,0.00966666666666667
D7,0.092,GC050,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆rbs,Single KO,0.012666666666666673
D8,0.081,GC048,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆dpp,Single KO,0.0016666666666666774
D9,0.086,GC053,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆opp,Single KO,0.006666666666666668
D10,0.09,GC055,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆mgl,Single KO,0.010666666666666672
E3,0.083,GC032,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆mal,Single KO,0.003666666666666679
E4,0.083,GC049,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆pot,Single KO,0.003666666666666679
E5,0.084,GC052,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆nmp,Single KO,0.00466666666666668
E6,0.088,GC047,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆his,Single KO,0.00866666666666667
E7,0.09,GC050,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆rbs,Single KO,0.010666666666666672
E8,0.081,GC048,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆dpp,Single KO,0.0016666666666666774
E9,0.089,GC053,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆opp,Single KO,0.00966666666666667
E10,0.091,GC055,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆mgl,Single KO,0.011666666666666672
F3,0.092,GC030,1,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆glt,Single KO,0.012666666666666673
F4,0.093,GC030,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆glt,Single KO,0.013666666666666674
F5,0.092,GC030,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆glt,Single KO,0.012666666666666673
F6,0.086,GC029,1,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆flh,Single KO,0.006666666666666668
F7,0.085,GC029,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆flh,Single KO,0.005666666666666681
F8,0.084,GC029,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,∆flh,Single KO,0.00466666666666668
F9,0.09,GC001,1,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,WT,WT,0.010666666666666672
F10,0.091,GC001,2,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,WT,WT,0.011666666666666672
F11,0.094,GC001,3,glucose-acetate,2021-09-09,1,0.2511111111111111,0.07933333333333333,WT,WT,0.014666666666666675
C3,0.086,GC032,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆mal,Single KO,0.006629629629629624
C4,0.086,GC049,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆pot,Single KO,0.006629629629629624
C5,0.086,GC052,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆nmp,Single KO,0.006629629629629624
C6,0.088,GC047,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆his,Single KO,0.008629629629629626
C7,0.092,GC050,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆rbs,Single KO,0.01262962962962963
C8,0.081,GC048,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆dpp,Single KO,0.0016296296296296336
C9,0.088,GC053,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆opp,Single KO,0.008629629629629626
C10,0.104,GC055,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆mgl,Single KO,0.024629629629629626
D3,0.085,GC032,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆mal,Single KO,0.005629629629629637
D4,0.083,GC049,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆pot,Single KO,0.0036296296296296354
D5,0.084,GC052,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆nmp,Single KO,0.004629629629629636
D6,0.09,GC047,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆his,Single KO,0.010629629629629628
D7,0.093,GC050,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆rbs,Single KO,0.01362962962962963
D8,0.082,GC048,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆dpp,Single KO,0.0026296296296296345
D9,0.086,GC053,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆opp,Single KO,0.006629629629629624
D10,0.091,GC055,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆mgl,Single KO,0.011629629629629629
E3,0.084,GC032,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆mal,Single KO,0.004629629629629636
E4,0.084,GC049,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆pot,Single KO,0.004629629629629636
E5,0.084,GC052,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆nmp,Single KO,0.004629629629629636
E6,0.088,GC047,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆his,Single KO,0.008629629629629626
E7,0.091,GC050,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆rbs,Single KO,0.011629629629629629
E8,0.082,GC048,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆dpp,Single KO,0.0026296296296296345
E9,0.09,GC053,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆opp,Single KO,0.010629629629629628
E10,0.091,GC055,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆mgl,Single KO,0.011629629629629629
F3,0.094,GC030,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆glt,Single KO,0.014629629629629631
F4,0.094,GC030,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆glt,Single KO,0.014629629629629631
F5,0.093,GC030,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆glt,Single KO,0.01362962962962963
F6,0.086,GC029,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆flh,Single KO,0.006629629629629624
F7,0.086,GC029,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆flh,Single KO,0.006629629629629624
F8,0.085,GC029,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,∆flh,Single KO,0.005629629629629637
F9,0.091,GC001,1,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,WT,WT,0.011629629629629629
F10,0.091,GC001,2,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,WT,WT,0.011629629629629629
F11,0.096,GC001,3,glucose-acetate,2021-09-09,1,0.37666666666666665,0.07937037037037037,WT,WT,0.016629629629629633
C3,0.086,GC032,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆mal,Single KO,0.006740740740740728
C4,0.086,GC049,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆pot,Single KO,0.006740740740740728
C5,0.086,GC052,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆nmp,Single KO,0.006740740740740728
C6,0.089,GC047,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆his,Single KO,0.00974074074074073
C7,0.094,GC050,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆rbs,Single KO,0.014740740740740735
C8,0.081,GC048,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆dpp,Single KO,0.0017407407407407371
C9,0.089,GC053,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆opp,Single KO,0.00974074074074073
C10,0.12,GC055,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆mgl,Single KO,0.04074074074074073
D3,0.086,GC032,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆mal,Single KO,0.006740740740740728
D4,0.084,GC049,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆pot,Single KO,0.00474074074074074
D5,0.084,GC052,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆nmp,Single KO,0.00474074074074074
D6,0.09,GC047,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆his,Single KO,0.010740740740740731
D7,0.095,GC050,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆rbs,Single KO,0.015740740740740736
D8,0.081,GC048,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆dpp,Single KO,0.0017407407407407371
D9,0.087,GC053,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆opp,Single KO,0.007740740740740729
D10,0.092,GC055,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆mgl,Single KO,0.012740740740740733
E3,0.084,GC032,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆mal,Single KO,0.00474074074074074
E4,0.084,GC049,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆pot,Single KO,0.00474074074074074
E5,0.085,GC052,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆nmp,Single KO,0.005740740740740741
E6,0.089,GC047,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆his,Single KO,0.00974074074074073
E7,0.093,GC050,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆rbs,Single KO,0.013740740740740734
E8,0.082,GC048,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆dpp,Single KO,0.002740740740740738
E9,0.09,GC053,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆opp,Single KO,0.010740740740740731
E10,0.092,GC055,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆mgl,Single KO,0.012740740740740733
F3,0.095,GC030,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆glt,Single KO,0.015740740740740736
F4,0.095,GC030,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆glt,Single KO,0.015740740740740736
F5,0.094,GC030,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆glt,Single KO,0.014740740740740735
F6,0.087,GC029,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆flh,Single KO,0.007740740740740729
F7,0.087,GC029,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆flh,Single KO,0.007740740740740729
F8,0.085,GC029,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,∆flh,Single KO,0.005740740740740741
F9,0.092,GC001,1,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,WT,WT,0.012740740740740733
F10,0.093,GC001,2,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,WT,WT,0.013740740740740734
F11,0.097,GC001,3,glucose-acetate,2021-09-09,1,0.5022222222222222,0.07925925925925927,WT,WT,0.017740740740740737
C3,0.086,GC032,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆mal,Single KO,0.006740740740740742
C4,0.086,GC049,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆pot,Single KO,0.006740740740740742
C5,0.086,GC052,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆nmp,Single KO,0.006740740740740742
C6,0.089,GC047,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆his,Single KO,0.009740740740740744
C7,0.095,GC050,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆rbs,Single KO,0.01574074074074075
C8,0.081,GC048,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆dpp,Single KO,0.001740740740740751
C9,0.089,GC053,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆opp,Single KO,0.009740740740740744
C10,0.116,GC055,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆mgl,Single KO,0.036740740740740754
D3,0.086,GC032,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆mal,Single KO,0.006740740740740742
D4,0.084,GC049,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆pot,Single KO,0.004740740740740754
D5,0.085,GC052,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆nmp,Single KO,0.005740740740740755
D6,0.091,GC047,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆his,Single KO,0.011740740740740746
D7,0.096,GC050,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆rbs,Single KO,0.01674074074074075
D8,0.082,GC048,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆dpp,Single KO,0.002740740740740752
D9,0.088,GC053,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆opp,Single KO,0.008740740740740743
D10,0.093,GC055,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆mgl,Single KO,0.013740740740740748
E3,0.085,GC032,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆mal,Single KO,0.005740740740740755
E4,0.085,GC049,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆pot,Single KO,0.005740740740740755
E5,0.085,GC052,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆nmp,Single KO,0.005740740740740755
E6,0.089,GC047,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆his,Single KO,0.009740740740740744
E7,0.094,GC050,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆rbs,Single KO,0.014740740740740749
E8,0.082,GC048,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆dpp,Single KO,0.002740740740740752
E9,0.091,GC053,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆opp,Single KO,0.011740740740740746
E10,0.094,GC055,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆mgl,Single KO,0.014740740740740749
F3,0.096,GC030,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆glt,Single KO,0.01674074074074075
F4,0.097,GC030,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆glt,Single KO,0.01774074074074075
F5,0.096,GC030,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆glt,Single KO,0.01674074074074075
F6,0.088,GC029,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆flh,Single KO,0.008740740740740743
F7,0.087,GC029,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆flh,Single KO,0.0077407407407407425
F8,0.086,GC029,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,∆flh,Single KO,0.006740740740740742
F9,0.093,GC001,1,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,WT,WT,0.013740740740740748
F10,0.094,GC001,2,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,WT,WT,0.014740740740740749
F11,0.099,GC001,3,glucose-acetate,2021-09-09,1,0.6277777777777778,0.07925925925925925,WT,WT,0.019740740740740753
C3,0.087,GC032,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆mal,Single KO,0.007592592592592595
C4,0.087,GC049,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆pot,Single KO,0.007592592592592595
C5,0.087,GC052,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆nmp,Single KO,0.007592592592592595
C6,0.09,GC047,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆his,Single KO,0.010592592592592598
C7,0.097,GC050,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆rbs,Single KO,0.017592592592592604
C8,0.081,GC048,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆dpp,Single KO,0.0015925925925926038
C9,0.09,GC053,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆opp,Single KO,0.010592592592592598
C10,0.126,GC055,1,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆mgl,Single KO,0.0465925925925926
D3,0.087,GC032,2,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆mal,Single KO,0.007592592592592595
D4,0.084,GC049,2,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆pot,Single KO,0.0045925925925926064
D5,0.085,GC052,2,glucose-acetate,2021-09-09,1,0.7533333333333333,0.0794074074074074,∆nmp,Single KO,0.005592592592592607
