gene_name,sample,counts,fraction
ybhL,60,9164,0.0004909820358652626
ybhM,60,353,1.8912773751684602e-05
ybhN,60,905,4.848742279114608e-05
ybhP,60,1996,0.00010694021645428461
ybhQ,60,7872,0.0004217602123888419
ybhR,60,702,3.761123845235862e-05
ybhS,60,639,3.4235870898941816e-05
ybiA,60,353,1.8912773751684602e-05
ybiB,60,4486,0.00024034760070837713
ybiC,60,3212,0.0001720901679615041
ybiH,60,653,3.498595257747888e-05
ybiI,60,741,3.970075169971187e-05
ybiJ,60,264,1.4144397366698967e-05
ybiO,60,2805,0.00015028422202117652
ybiR,60,401,2.1484482363811687e-05
ybiT,60,2056,0.00011015485221944347
ybiU,60,385,2.0627246159769327e-05
ybiV,60,576,3.0860503345525016e-05
ybiW,60,167,8.94740287969215e-06
ybiX,60,142,7.607971310875959e-06
ybiY,60,6,3.214635765158856e-07
ybjC,60,154,8.25089846390773e-06
ybjD,60,682,3.6539693197305665e-05
ybjG,60,1070,5.7327671145332935e-05
ybjH,60,135,7.232930471607426e-06
ybjI,60,720,3.857562918190627e-05
ybjJ,60,440,2.3573995611164945e-05
ybjL,60,2925,0.00015671349355149425
ybjM,60,366,1.960927816746902e-05
ybjN,60,1559,8.35269526313776e-05
ybjO,60,234,1.2537079484119538e-05
ybjP,60,13315,0.0007133812535515028
ybjQ,60,2224,0.00011915583236188827
ybjS,60,574,3.0753348820019725e-05
ybjT,60,1251,6.702515570356215e-05
ybjX,60,2007,0.00010752956634456374
ycaC,60,13000,0.0006965044157844189
ycaD,60,1137,6.091734774976032e-05
ycaI,60,567,3.037830798075119e-05
ycaK,60,70,3.750408392685332e-06
ycaL,60,163,8.733093828681559e-06
ycaM,60,512,2.7431558529355573e-05
ycaN,60,643,3.4450179949952404e-05
ycaO,60,861,4.613002323002958e-05
ycaP,60,2058,0.00011026200674494877
ycaQ,60,347,1.8591310175168717e-05
ycaR,60,488,2.614570422329203e-05
ycbF,60,206,1.1036916127045406e-05
ycbJ,60,1987,0.00010645802108951078
ycbK,60,6252,0.0003349650467295528
ycbU,60,135,7.232930471607426e-06
ycbV,60,93,4.982685435996227e-06
ycbX,60,1234,6.611434223676714e-05
ycbZ,60,4142,0.00022191702232146637
yccA,60,14603,0.0007823887679769129
yccE,60,145,7.768703099133903e-06
yccF,60,174,9.322443718960683e-06
yccJ,60,29679,0.0015901195812358282
yccM,60,139,7.447239522618017e-06
yccS,60,741,3.970075169971187e-05
yccT,60,932,4.9934008885467564e-05
yccU,60,4862,0.00026049265150337265
yccX,60,2222,0.00011904867783638297
ycdU,60,161,8.625939303176263e-06
ycdX,60,2692,0.00014422999133012734
ycdY,60,2247,0.00012038810940519916
ycdZ,60,931,4.9880431622714915e-05
yceA,60,1090,5.8399216400385886e-05
yceB,60,1938,0.00010383273521463106
yceD,60,12808,0.0006862175813359104
yceF,60,5480,0.00029360339988450883
yceH,60,3111,0.0001666788644234867
yceI,60,3015,0.0001615354471992325
yceJ,60,710,3.80398565543798e-05
yceK,60,82,4.393335545717104e-06
yceM,60,2314,0.00012397778600962655
yceO,60,20,1.071545255052952e-06
yceQ,60,28,1.5001633570741328e-06
ycfH,60,5485,0.0002938712861982721
ycfJ,60,84,4.500490071222398e-06
ycfK,60,33,1.7680496708373709e-06
ycfL,60,2785,0.00014921267676612358
ycfP,60,5979,0.00032033845399808
ycfT,60,38,2.035935984600609e-06
ycfZ,60,27,1.4465860943214852e-06
ycgB,60,37645,0.002016916056323419
ycgH_1,60,241,1.2912120323388071e-05
ycgH_2,60,417,2.2341718567854048e-05
ycgI,60,107,5.732767114533293e-06
ycgJ,60,2502,0.0001340503114071243
ycgL,60,1860,9.965370871992453e-05
ycgM,60,5220,0.00027967331156882047
ycgN,60,2315,0.0001240313632723792
ycgR,60,2930,0.00015698137986525746
ycgV,60,1262,6.761450559384127e-05
ycgX,60,65,3.482522078922094e-06
ycgY,60,524,2.8074485682387343e-05
ycgZ,60,570,3.053903976900913e-05
ychA,60,2290,0.000122691931703563
ychE,60,389,2.0841555210779918e-05
ychE_1,60,156,8.358052989413025e-06
ychF,60,3163,0.00016946488208662437
ychG_1,60,28,1.5001633570741328e-06
ychG_2,60,15,8.03658941289714e-07
ychH,60,52049,0.0027886429490125548
ychJ,60,960,5.14341722425417e-05
ychN,60,7528,0.00040332963400193116
ychO,60,725,3.884351549566951e-05
ychQ,60,361,1.9341391853705784e-05
ychS,60,1,5.3577262752647604e-08
yciA,60,548,2.9360339988450886e-05
yciB,60,1570,8.411630252165674e-05
yciC,60,1431,7.666906299903872e-05
yciE,60,2052,0.00010994054316843287
yciF,60,1796,9.622476390375509e-05
yciG,60,2419,0.00012960339859865454
yciH,60,201,1.0769029813282168e-05
yciI,60,3172,0.00016994707745139818
yciK,60,1571,8.416987978440939e-05
yciN,60,1537,8.234825285081936e-05
yciO,60,3684,0.00019737863598075377
yciQ,60,1581,8.470565241193586e-05
yciT,60,3362,0.00018012675737440122
yciU,60,1737,9.306370540134888e-05
yciV,60,2026,0.00010854753433686404
yciW,60,310,1.6608951453320757e-05
yciX,60,2695,0.00014439072311838528
yciY,60,933,4.998758614822021e-05
yciZ,60,725,3.884351549566951e-05
ycjD,60,219,1.1733420542829824e-05
ycjF,60,683,3.6593270460058314e-05
ycjG,60,4048,0.00021688075962271748
ycjM,60,141,7.5543940481233115e-06
ycjN,60,55,2.946749451395618e-06
ycjO,60,23,1.2322770433108949e-06
ycjP,60,47,2.518131349374437e-06
ycjQ,60,70,3.750408392685332e-06
ycjR,60,52,2.7860176631376754e-06
ycjS,60,73,3.911140180943275e-06
ycjT,60,139,7.447239522618017e-06
ycjU,60,9,4.821953647738284e-07
ycjV,60,41,2.196667772858552e-06
ycjW,60,402,2.1538059626564336e-05
ycjX,60,693,3.7129043087584786e-05
ycjY,60,701,3.755766118960597e-05
ydaC,60,21,1.1251225178055996e-06
ydaE,60,17,9.108134667950092e-07
ydaF,60,29,1.5537406198267805e-06
ydaG,60,39,2.0895132473532563e-06
ydaN,60,3178,0.00017026854102791407
ydaS,60,78,4.179026494706513e-06
ydaT,60,86,4.607644596727694e-06
ydaU,60,140,7.500816785370664e-06
ydaV,60,61,3.268213027911504e-06
ydaW,60,147,7.875857624639198e-06
ydaY,60,109,5.839921640038589e-06
ydbA_1,60,620,3.321790290664151e-05
ydbA_2,60,6599,0.00035355635690472153
ydbC,60,4128,0.0002211669406429293
ydbD,60,1061,5.6845475780559104e-05
ydbH,60,1333,7.141849124927925e-05
ydbJ,60,2410,0.0001291212032338807
ydbK,60,10325,0.0005531852379210865
ydbL,60,797,4.270107841386014e-05
ydcA,60,1045,5.598823957651674e-05
ydcC,60,83,4.4469128084697505e-06
ydcD,60,59,3.1610585024062083e-06
ydcF,60,1996,0.00010694021645428461
ydcH,60,66556,0.0035658882997652137
ydcI,60,10341,0.0005540424741251288
ydcJ,60,7983,0.0004277072885543858
ydcK,60,3841,0.00020579026623291944
ydcL,60,9771,0.0005235034343561197
ydcM,60,1141,6.113165680077091e-05
ydcO,60,230,1.2322770433108949e-05
ydcP,60,933,4.998758614822021e-05
ydcR,60,1316,7.050767778248424e-05
ydcS,60,41908,0.0022453159274379558
ydcT,60,12232,0.0006553570779903855
ydcU,60,6362,0.00034085854563234403
ydcV,60,14755,0.0007905325119153153
ydcY,60,1227,6.573930139749861e-05
ydcZ,60,311,1.6662528716073405e-05
yddA,60,173,9.268866456208034e-06
yddB,60,684,3.6646847722810956e-05
yddE,60,1263,6.766808285659392e-05
yddG,60,288,1.5430251672762508e-05
yddH,60,1461,7.827638088161815e-05
yddJ,60,11,5.893498902791237e-07
yddK,60,3,1.607317882579428e-07
yddL,60,5,2.67886313763238e-07
yddM,60,2139,0.00011460176502791322
yddW,60,438,2.3466841085659648e-05
ydeA,60,168,9.000980142444797e-06
ydeE,60,469,2.5127736230991724e-05
ydeI,60,2856,0.00015301666242156155
ydeJ,60,1749,9.370663255438065e-05
ydeK,60,1391,7.452597248893282e-05
ydeM,60,297,1.591244703753634e-05
ydeN,60,2720,0.00014573015468720147
ydeO,60,61,3.268213027911504e-06
ydeP,60,1067,5.716693935707499e-05
ydeQ,60,136,7.286507734360074e-06
ydeR,60,118,6.322117004812417e-06
ydeS,60,99,5.304149012512113e-06
ydeT,60,234,1.2537079484119538e-05
ydeU,60,432,2.3145377509143763e-05
ydfA,60,17,9.108134667950092e-07
ydfB,60,32,1.7144724080847233e-06
ydfC,60,51,2.7324404003850276e-06
ydfD,60,29,1.5537406198267805e-06
ydfE,60,101,5.4113035380174075e-06
ydfG,60,6574,0.0003522169253359053
ydfH,60,1360,7.286507734360074e-05
ydfI,60,1202,6.439986982868242e-05
ydfJ,60,421,2.255602761886464e-05
ydfK,60,112,6.000653428296531e-06
ydfN,60,41,2.196667772858552e-06
ydfO,60,10,5.35772627526476e-07
ydfP,60,28,1.5001633570741328e-06
ydfR,60,27,1.4465860943214852e-06
ydfT,60,160,8.572362040423616e-06
ydfU,60,21,1.1251225178055996e-06
ydfV,60,112,6.000653428296531e-06
ydfW,60,22,1.1786997805582473e-06
ydfX,60,24,1.2858543060635424e-06
ydfZ,60,144,7.715125836381254e-06
ydgA,60,31060,0.0016641097810972344
ydgC,60,625,3.348578922040475e-05
ydgD,60,7761,0.000415813136223298
ydgH,60,6915,0.00037048677193455816
ydgI,60,227,1.2162038644851006e-05
ydgJ,60,2814,0.00015076641738595036
ydgK,60,1070,5.7327671145332935e-05
ydgU,60,5,2.67886313763238e-07
ydhB,60,590,3.161058502406208e-05
ydhC,60,4954,0.0002654217596766162
ydhF,60,3731,0.0001998967673301282
ydhI,60,103,5.518458063522703e-06
ydhJ,60,232,1.2429924958614244e-05
ydhK,60,309,1.6555374190568108e-05
ydhL,60,663,3.552172520500536e-05
ydhP,60,197,1.0554720762271577e-05
ydhQ,60,7209,0.0003862384871838366
ydhR,60,3162,0.00016941130482387172
ydhS,60,6163,0.0003301966703445672
ydhT,60,228,1.2215615907603653e-05
ydhU,60,272,1.4573015468720147e-05
ydhV,60,1030,5.518458063522703e-05
ydhW,60,296,1.585886977478369e-05
ydhX,60,290,1.5537406198267805e-05
ydhY,60,532,2.8503103784408525e-05
ydhZ,60,1613,8.642012482002057e-05
ydiB,60,511,2.7377981266602925e-05
ydiE,60,35,1.875204196342666e-06
ydiF,60,257,1.3769356527430434e-05
ydiH,60,351,1.880561922617931e-05
ydiJ,60,1402,7.511532237921194e-05
ydiK,60,2545,0.00013635413370548813
ydiL,60,142,7.607971310875959e-06
ydiM,60,190,1.0179679923003044e-05
ydiN,60,240,1.2858543060635424e-05
ydiO,60,287,1.5376674410009863e-05
ydiP,60,805,4.312969651588132e-05
ydiQ,60,70,3.750408392685332e-06
ydiR,60,160,8.572362040423616e-06
ydiS,60,142,7.607971310875959e-06
ydiT,60,8,4.2861810202118083e-07
ydiU,60,4475,0.00023975825081809803
ydiV,60,1382,7.404377712415898e-05
ydiY,60,149,7.983012150144492e-06
ydiZ,60,5297,0.00028379876080077436
ydjA,60,960,5.14341722425417e-05
ydjE,60,573,3.069977155726708e-05
ydjF,60,1651,8.84560608046212e-05
ydjG,60,386,2.0680823422521975e-05
ydjH,60,182,9.751061820981863e-06
ydjI,60,269,1.4412283680462205e-05
ydjJ,60,171,9.161711930702739e-06
ydjK,60,136,7.286507734360074e-06
ydjL,60,224,1.2001306856593062e-05
ydjM,60,163,8.733093828681559e-06
ydjO,60,33,1.7680496708373709e-06
ydjX,60,131,7.018621420596836e-06
ydjY,60,311,1.6662528716073405e-05
ydjZ,60,275,1.473374725697809e-05
yeaC,60,14164,0.0007588683496285006
yeaD,60,1397,7.48474360654487e-05
yeaE,60,1091,5.8452793663138535e-05
yeaG,60,144495,0.0077416465814438154
yeaH,60,38001,0.0020359895618633616
yeaK,60,1373,7.356158175938515e-05
yeaL,60,162,8.679516565928912e-06
yeaO,60,1003,5.3737994540905546e-05
yeaQ,60,28036,0.001502092138533228
yeaR,60,119,6.3756942675650644e-06
yeaV,60,636,3.407513911068388e-05
yeaW,60,317,1.698399229258929e-05
yeaX,60,221,1.184057506833512e-05
yeaY,60,1328,7.115060493551601e-05
yebB,60,96,5.1434172242541696e-06
yebC,60,3749,0.00020086115805967585
yebE,60,1648,8.829532901636325e-05
yebF,60,8599,0.0004607108824100167
yebG,60,658,3.525383889124212e-05
yebK,60,3616,0.00019373538211357372
yebO,60,964,5.1648481293552285e-05
yebQ,60,99,5.304149012512113e-06
yebS,60,1794,9.61176093782498e-05
yebT,60,5283,0.0002830486791222373
yebV,60,31310,0.0016775040967853963
yebW,60,1024,5.4863117058711147e-05
yebY,60,1499,8.031231686621876e-05
yebZ,60,1849,9.906435882964541e-05
yecA,60,1417,7.591898132050165e-05
yecD,60,701,3.755766118960597e-05
yecE,60,325,1.741261039461047e-05
yecF,60,510,2.7324404003850276e-05
yecH,60,329,1.762691944562106e-05
yecJ,60,308,1.650179692781546e-05
yecM,60,502,2.6895785901829094e-05
yecN,60,1275,6.831101000962569e-05
yecR,60,33,1.7680496708373709e-06
yecT,60,66,3.5360993416747417e-06
yedA,60,61,3.268213027911504e-06
yedD,60,1371,7.345442723387986e-05
yedE,60,6091,0.00032633910742637653
yedF,60,1632,8.743809281232088e-05
yedI,60,1582,8.475922967468851e-05
yedJ,60,498,2.6681476850818507e-05
yedK,60,782,4.189741947257042e-05
yedL,60,459,2.459196360346525e-05
yedM,60,13,6.965044157844188e-07
yedN_1,60,7,3.750408392685332e-07
yedN_2,60,6,3.214635765158856e-07
yedP,60,9901,0.0005304684785139639
yedR,60,85,4.554067333975046e-06
yedS_1,60,565,3.0271153455245895e-05
yedS_2,60,553,2.9628226302214122e-05
yedS_3,60,599,3.209278038883591e-05
yedV,60,2351,0.00012596014473147452
yedW,60,1731,9.2742241824833e-05
yedX,60,490,2.6252858748797325e-05
yeeA,60,2000,0.0001071545255052952
yeeD,60,1024,5.4863117058711147e-05
yeeE,60,855,4.5808559653513696e-05
yeeJ,60,1935,0.00010367200342637311
yeeL_1,60,124,6.643580581328302e-06
yeeL_2,60,25,1.33943156881619e-06
yeeN,60,1656,8.872394711838442e-05
yeeO,60,1470,7.875857624639197e-05
yeeP,60,315,1.6876837767083993e-05
yeeR,60,188,1.0072525397497748e-05
yeeS,60,13,6.965044157844188e-07
yeeT,60,0,0.0
yeeW,60,41,2.196667772858552e-06
yeeX,60,7925,0.0004245998073147322
yeeY,60,1936,0.00010372558068912576
yeeZ,60,5889,0.00031551650035034173
yefM,60,1544,8.27232936900879e-05
yegD,60,197,1.0554720762271577e-05
yegH,60,2024,0.00010844037981135874
yegI,60,302,1.6180333351299575e-05
yegJ,60,185,9.911793609239806e-06
yegK,60,40,2.143090510105904e-06
yegL,60,37,1.9823587218479612e-06
yegP,60,23025,0.001233616474879711
yegQ,60,2720,0.00014573015468720147
yegR,60,105,5.6256125890279985e-06
yegS,60,3446,0.00018462724744562362
yegT,60,156,8.358052989413025e-06
yegU,60,225,1.205488411934571e-05
yegV,60,147,7.875857624639198e-06
yegW,60,411,2.2020254991338163e-05
yegX,60,283,1.5162365358999272e-05
yegZ,60,91,4.875530910490932e-06
yehA,60,99,5.304149012512113e-06
yehB,60,317,1.698399229258929e-05
yehC,60,16,8.572362040423617e-07
yehD,60,54,2.8931721886429704e-06
yehE,60,6941,0.00037187978076612697
yehI,60,329,1.762691944562106e-05
yehK,60,33,1.7680496708373709e-06
yehL,60,23,1.2322770433108949e-06
yehM,60,74,3.9647174436959225e-06
yehP,60,40,2.143090510105904e-06
yehQ,60,133,7.125775946102131e-06
yehR,60,86,4.607644596727694e-06
yehS,60,1140,6.107807953801826e-05
yehT,60,1602,8.583077492974145e-05
yehU,60,2435,0.00013046063480269692
yehW,60,650,3.482522078922094e-05
yehX,60,707,3.787912476612185e-05
yehY,60,1245,6.670369212704627e-05
yeiB,60,505,2.705651769008704e-05
yeiE,60,3537,0.00018950277835611456
yeiG,60,2572,0.00013780071979980962
yeiH,60,285,1.5269519884504565e-05
yeiI,60,754,4.039725611549629e-05
yeiL,60,541,2.8985299149182352e-05
yeiP,60,528,2.8288794733397934e-05
yeiQ,60,1747,9.359947802887536e-05
yeiR,60,746,3.996863801347511e-05
yeiS,60,192,1.0286834448508339e-05
yeiW,60,27,1.4465860943214852e-06
yejA,60,2112,0.00011315517893359174
yejB,60,657,3.520026162848947e-05
yejE,60,675,3.616465235803713e-05
yejF,60,1584,8.48663842001938e-05
yejG,60,4689,0.0002512237850471646
yejK,60,1481,7.93479261366711e-05
yejL,60,789,4.227246031183896e-05
yejM,60,2241,0.00012006664582868327
yejO,60,2391,0.0001281032352415804
yfaA,60,165,8.840248354186854e-06
yfaD,60,373,1.9984319006737554e-05
yfaE,60,412,2.2073832254090812e-05
yfaH,60,16,8.572362040423617e-07
yfaL,60,872,4.671937312030871e-05
yfaP,60,86,4.607644596727694e-06
yfaQ,60,94,5.036262698748874e-06
yfaS_1,60,110,5.893498902791236e-06
yfaS_2,60,57,3.0539039769009133e-06
yfaT,60,21,1.1251225178055996e-06
yfaU,60,195,1.0447566236766282e-05
yfaV,60,218,1.1679843280077177e-05
yfaW,60,925,4.955896804619903e-05
yfaX,60,160,8.572362040423616e-06
yfaY,60,1945,0.00010420777605389958
yfaZ,60,231,1.2376347695861595e-05
yfbK,60,142,7.607971310875959e-06
yfbL,60,62,3.321790290664151e-06
yfbM,60,122,6.536426055823008e-06
yfbN,60,87,4.6612218594803415e-06
yfbO,60,145,7.768703099133903e-06
yfbP,60,373,1.9984319006737554e-05
yfbR,60,348,1.8644887437921366e-05
yfbS,60,814,4.3611891880655145e-05
yfbT,60,4750,0.0002544919980750761
yfbU,60,3734,0.00020005749911838615
yfbV,60,6052,0.0003242495941790233
yfcA,60,644,3.450375721270505e-05
yfcC,60,94,5.036262698748874e-06
yfcD,60,2148,0.00011508396039268704
yfcE,60,1590,8.518784777670968e-05
yfcF,60,1185,6.348905636188741e-05
yfcG,60,1713,9.177785109528534e-05
yfcH,60,6252,0.0003349650467295528
yfcI,60,1789,9.584972306448656e-05
yfcJ,60,168,9.000980142444797e-06
yfcL,60,708,3.79327020288745e-05
yfcO,60,3710,0.0001987716448123226
yfcP,60,63,3.375367553416799e-06
yfcQ,60,46,2.4645540866217897e-06
yfcR,60,31,1.6608951453320756e-06
yfcS,60,24,1.2858543060635424e-06
yfcT,60,60,3.214635765158856e-06
yfcU,60,579,3.102123513378296e-05
yfcV,60,43,2.303822298363847e-06
yfcZ,60,1250,6.69715784408095e-05
yfdC,60,1445,7.741914467757579e-05
yfdE,60,653,3.498595257747888e-05
yfdF,60,110,5.893498902791236e-06
yfdG,60,358,1.9180660065447842e-05
yfdH,60,1671,8.952760605967414e-05
yfdI,60,773,4.141522410779659e-05
yfdK,60,162,8.679516565928912e-06
yfdL,60,18,9.643907295476567e-07
yfdM,60,2,1.0715452550529521e-07
yfdN,60,3,1.607317882579428e-07
yfdO,60,2,1.0715452550529521e-07
yfdP,60,40,2.143090510105904e-06
yfdQ,60,146,7.82228036188655e-06
yfdR,60,25,1.33943156881619e-06
yfdS,60,20,1.071545255052952e-06
yfdT,60,11,5.893498902791237e-07
yfdV,60,158,8.46520751491832e-06
yfdX,60,106,5.679189851780645e-06
yfdY,60,1350,7.232930471607426e-05
yfeC,60,922,4.9398236257941085e-05
yfeD,60,923,4.945181352069373e-05
yfeH,60,2696,0.00014444430038113793
yfeK,60,245,1.3126429374398662e-05
yfeN,60,788,4.221888304908631e-05
yfeO,60,1222,6.547141508373537e-05
yfeR,60,389,2.0841555210779918e-05
yfeS,60,412,2.2073832254090812e-05
yfeW,60,352,1.8859196488931957e-05
yfeX,60,1859,9.960013145717188e-05
yfeY,60,1249,6.691800117805685e-05
yfeZ,60,271,1.45194382059675e-05
yffB,60,2499,0.00013388957961886635
yffL,60,815,4.366546914340779e-05
yffM,60,48,2.5717086121270848e-06
yffN,60,66,3.5360993416747417e-06
yffO,60,146,7.82228036188655e-06
yffP,60,254,1.3608624739172491e-05
yffQ,60,95,5.089839961501522e-06
yffR,60,1523,8.15981711722823e-05
yffS,60,1722,9.226004646005916e-05
yfgD,60,2103,0.0001126729835688179
yfgG,60,2435,0.00013046063480269692
yfgH,60,53,2.8395949258903227e-06
yfgI,60,281,1.5055210833493976e-05
yfgJ,60,495,2.652074506256056e-05
yfgM,60,2369,0.00012692453546102217
yfgO,60,780,4.1790264947065126e-05
yfhG,60,791,4.2379614837344254e-05
yfhH,60,992,5.314864465062642e-05
yfhL,60,320,1.7144724080847232e-05
yfhM,60,9816,0.0005259144111799889
yfhR,60,21,1.1251225178055996e-06
yfiB,60,701,3.755766118960597e-05
yfiC,60,296,1.585886977478369e-05
yfiE,60,574,3.0753348820019725e-05
yfiF,60,2027,0.00010860111159961669
yfiH,60,1287,6.895393716265746e-05
yfiL,60,935,5.009474067372551e-05
yfiM,60,139,7.447239522618017e-06
yfiP,60,168,9.000980142444797e-06
yfiR,60,568,3.0431885243503837e-05
yfjD,60,981,5.25592947603473e-05
yfjH,60,746,3.996863801347511e-05
yfjI,60,104,5.572035326275351e-06
yfjJ,60,172,9.215289193455388e-06
yfjM,60,39,2.0895132473532563e-06
yfjP,60,348,1.8644887437921366e-05
yfjQ,60,23,1.2322770433108949e-06
yfjR,60,12,6.429271530317712e-07
yfjS,60,20,1.071545255052952e-06
yfjT,60,69,3.6968311299326846e-06
yfjU,60,205,1.0983338864292757e-05
yfjW,60,666,3.56824569932633e-05
yfjX,60,0,0.0
yfjY,60,0,0.0
yfjZ,60,14,7.500816785370664e-07
ygaC,60,816,4.371904640616044e-05
ygaH,60,225,1.205488411934571e-05
ygaM,60,26293,0.0014087069695553633
ygaP,60,594,3.182489407507268e-05
ygaQ,60,46,2.4645540866217897e-06
ygaU,60,24891,0.0013335916471761515
ygaV,60,183,9.80463908373451e-06
ygaX,60,64,3.4289448161694467e-06
ygaY,60,58,3.107481239653561e-06
ygaZ,60,621,3.327148016939416e-05
ygbA,60,91,4.875530910490932e-06
ygbE,60,353,1.8912773751684602e-05
ygbI,60,739,3.9593597174206574e-05
ygbJ,60,151,8.090166675649787e-06
ygbK,60,222,1.1894152331087767e-05
ygbL,60,142,7.607971310875959e-06
ygbM,60,270,1.4465860943214852e-05
ygbN,60,285,1.5269519884504565e-05
ygcE,60,420,2.2502450356111994e-05
ygcG,60,89,4.768376384985636e-06
ygcN,60,189,1.0126102660250397e-05
ygcO,60,24,1.2858543060635424e-06
ygcP,60,129,6.91146689509154e-06
ygcQ,60,48,2.5717086121270848e-06
ygcR,60,48,2.5717086121270848e-06
ygcS,60,64,3.4289448161694467e-06
ygcU,60,291,1.559098346102045e-05
ygcW,60,74,3.9647174436959225e-06
ygdB,60,55,2.946749451395618e-06
ygdD,60,344,1.8430578386910775e-05
ygdG,60,391,2.094870973628521e-05
ygdH,60,14148,0.0007580111134244583
ygdI,60,5498,0.0002945677906140565
ygdQ,60,478,2.560993159576555e-05
ygdR,60,5296,0.0002837451835380217
ygdT,60,16,8.572362040423617e-07
ygeA,60,614,3.289643933012563e-05
ygeF,60,4,2.1430905101059042e-07
ygeG,60,36,1.9287814590953135e-06
ygeH,60,48,2.5717086121270848e-06
ygeI,60,57,3.0539039769009133e-06
ygeK,60,19,1.0179679923003045e-06
ygeL,60,1,5.3577262752647604e-08
ygeM,60,10,5.35772627526476e-07
ygeN,60,24,1.2858543060635424e-06
ygeO,60,66,3.5360993416747417e-06
ygeP,60,305,1.6341065139557517e-05
ygeQ,60,264,1.4144397366698967e-05
ygeR,60,1418,7.59725585832543e-05
ygeV,60,25595,0.0013713100401540152
ygeW,60,392,2.100228699903786e-05
ygeX,60,193,1.0340411711260988e-05
ygeY,60,312,1.671610597882605e-05
ygfB,60,1876,0.0001005109449239669
ygfF,60,141,7.5543940481233115e-06
ygfI,60,201,1.0769029813282168e-05
ygfK,60,1383,7.409735438691163e-05
ygfM,60,429,2.298464572088582e-05
ygfS,60,51,2.7324404003850276e-06
ygfT,60,195,1.0447566236766282e-05
ygfZ,60,4004,0.000214523360061601
yggC,60,719,3.852205191915362e-05
yggD,60,440,2.3573995611164945e-05
yggE,60,6506,0.00034857367146872527
yggF,60,203,1.0876184338787464e-05
yggI,60,61,3.268213027911504e-06
yggL,60,4546,0.000243562236473536
yggM,60,72,3.857562918190627e-06
yggN,60,1365,7.313296365736398e-05
yggP,60,279,1.494805630798868e-05
yggR,60,61,3.268213027911504e-06
yggS,60,478,2.560993159576555e-05
yggT,60,935,5.009474067372551e-05
yggU,60,188,1.0072525397497748e-05
yggW,60,874,4.6826527645814006e-05
yggX,60,960,5.14341722425417e-05
yghA,60,3102,0.00016619666905871286
yghB,60,1193,6.391767446390858e-05
yghD,60,92,4.929108173243579e-06
yghE,60,19,1.0179679923003045e-06
yghF,60,98,5.250571749759465e-06
yghG,60,251,1.3447892950914547e-05
yghJ,60,6078,0.0003256426030105921
yghO,60,135,7.232930471607426e-06
yghQ,60,42,2.250245035611199e-06
yghR,60,25,1.33943156881619e-06
yghS,60,66,3.5360993416747417e-06
yghT,60,23,1.2322770433108949e-06
yghU,60,2358,0.00012633518557074303
yghW,60,132,7.0721986833494835e-06
yghX_1,60,1889,0.00010120744933975132
yghX_2,60,3909,0.00020943352010009946
yghZ,60,10268,0.0005501313339441856
ygiA,60,584,3.12891214475462e-05
ygiB,60,5408,0.00028974583696631824
ygiC,60,7399,0.0003964181671068396
ygiD,60,274,1.4680169994225443e-05
ygiF,60,1139,6.102450227526562e-05
ygiH,60,1266,6.782881464485186e-05
ygiL,60,36,1.9287814590953135e-06
ygiM,60,2227,0.0001193165641501462
ygiN,60,3951,0.00021168376513571068
ygiQ,60,882,4.725514574783518e-05
ygiS,60,1114,5.9685070706449425e-05
ygiV,60,364,1.9502123641963727e-05
ygiW,60,1823,9.767134999807658e-05
ygiZ,60,26,1.3930088315688377e-06
ygjH,60,163,8.733093828681559e-06
ygjI,60,142,7.607971310875959e-06
ygjJ,60,34,1.8216269335900184e-06
ygjK,60,128,6.857889632338893e-06
ygjP,60,227,1.2162038644851006e-05
ygjQ,60,34,1.8216269335900184e-06
ygjR,60,3606,0.00019319960948604726
ygjV,60,107,5.732767114533293e-06
yhaB,60,13,6.965044157844188e-07
yhaC,60,19,1.0179679923003045e-06
yhaH,60,5646,0.00030249722550144834
yhaI,60,378,2.0252205320500793e-05
yhaJ,60,641,3.4343025424447114e-05
yhaK,60,220,1.1786997805582473e-05
yhaL,60,824,4.4147664508181624e-05
yhaM,60,308,1.650179692781546e-05
yhaO,60,265,1.4197974629451614e-05
yhaV,60,2289,0.00012263835444081036
yhbE,60,616,3.300359385563092e-05
yhbO,60,1868,0.00010008232682194572
yhbP,60,240,1.2858543060635424e-05
yhbQ,60,145,7.768703099133903e-06
yhbS,60,2584,0.0001384436469528414
yhbT,60,5011,0.00026847566365351713
yhbU,60,166,8.893825616939501e-06
yhbV,60,62,3.321790290664151e-06
yhbW,60,1077,5.770271198460147e-05
yhbX,60,292,1.56445607237731e-05
yhbY,60,1206,6.4614178879693e-05
yhcA,60,51,2.7324404003850276e-06
yhcB,60,6483,0.0003473413944254144
yhcC,60,84,4.500490071222398e-06
yhcD,60,723,3.873636097016422e-05
yhcF,60,917,4.913034994417785e-05
yhcG,60,584,3.12891214475462e-05
yhcH,60,1059,5.673832125505381e-05
yhcN,60,57,3.0539039769009133e-06
yhcO,60,1485,7.956223518768169e-05
yhdE,60,885,4.741587753609313e-05
yhdH,60,2646,0.00014176543724350556
yhdJ,60,115,6.161385216554474e-06
yhdN,60,581,3.112838965928826e-05
yhdP,60,2728,0.00014615877278922266
yhdT,60,19,1.0179679923003045e-06
yhdU,60,154,8.25089846390773e-06
yhdV,60,171,9.161711930702739e-06
