gene_name,sample,counts,fraction
nudJ,15,214,1.0809344627919881e-05
nudK,15,920,4.647007970881444e-05
nudL,15,566,2.8589201212161926e-05
nuoA,15,10426,0.0005266272293957602
nuoB,15,13260,0.0006697752792813907
nuoC,15,12536,0.000633205346988802
nuoE,15,3111,0.00015713958475448012
nuoF,15,5295,0.0002674555131067092
nuoG,15,9505,0.0004801066387307405
nuoH,15,3670,0.00018537520927320542
nuoI,15,1594,8.051446419114153e-05
nuoJ,15,2495,0.00012602483573205656
nuoK,15,600,3.0306573723139852e-05
nuoL,15,5138,0.0002595252929824876
nuoM,15,1611,8.13731504466305e-05
nuoN,15,2536,0.0001280957849364711
nupC,15,1919,9.693052495784229e-05
nupG,15,5074,0.0002562925917853527
nupX,15,92,4.647007970881444e-06
nusA,15,5071,0.000256141058916737
nusB,15,970,4.899562751907609e-05
nusG,15,4374,0.00022093492244168952
obgE,15,1252,6.323971716895182e-05
ogrK,15,680,3.43474502195585e-05
ogt,15,335,1.6921170328753085e-05
ompA,15,363754,0.018373562363478355
ompC,15,38817,0.0019606837870185328
ompF,15,188400,0.009516264149065914
ompG,15,49,2.4750368540564214e-06
ompL,15,24,1.212262948925594e-06
ompN,15,204,1.030423506586755e-05
ompR,15,21111,0.0010663367964486757
ompT,15,26133,0.0013200028185113562
ompW,15,5297,0.0002675565350191197
ompX,15,17094,0.0008634342853722544
opgB,15,954,4.8187452219792366e-05
opgC,15,181,9.142483073147188e-06
opgD,15,3177,0.0001604733078640255
opgE,15,442,2.2325842642713026e-05
opgG,15,1746,8.819212953433696e-05
opgH,15,1022,5.162219724174821e-05
oppA,15,13040,0.0006586628689162395
oppB,15,460,2.323503985440722e-05
oppC,15,674,3.40443844823271e-05
oppD,15,914,4.616701397158304e-05
oppF,15,1456,7.354395223481937e-05
orn,15,1152,5.8188621548428515e-05
ortT,15,144,7.273577693553564e-06
osmB,15,2369,0.00011966045525019718
osmC,15,25852,0.0013058092398176857
osmE,15,52382,0.0026458649079425197
osmF,15,3946,0.00019931623318584975
osmY,15,4217,0.00021300470231746792
otsA,15,10734,0.000542184603906972
otsB,15,4771,0.00024098777205516705
oxc,15,146,7.374599605964031e-06
oxyR,15,2459,0.00012420644130866815
paaA,15,270,1.3637958175412933e-05
paaB,15,84,4.242920321239579e-06
paaC,15,183,9.243504985557655e-06
paaD,15,108,5.4551832701651735e-06
paaE,15,168,8.485840642479158e-06
paaF,15,63,3.1821902409296843e-06
paaG,15,50,2.525547810261654e-06
paaH,15,119,6.010803788422737e-06
paaI,15,44,2.222482073030256e-06
paaJ,15,2114,0.00010678016141786275
paaK,15,3019,0.0001524925767835987
paaX,15,1914,9.667797017681613e-05
paaY,15,2368,0.00011960994429399194
paaZ,15,102,5.152117532933775e-06
pabA,15,605,3.055912850416602e-05
pabB,15,262,1.3233870525771069e-05
pabC,15,913,4.611650301537781e-05
pagP,15,98,4.950073708112843e-06
pal,15,10502,0.0005304660620673579
panB,15,2251,0.00011370016241797967
panC,15,3213,0.00016229170228741391
panD,15,4322,0.0002183083527190174
panE,15,2003,0.00010117344527908188
panF,15,272,1.37389800878234e-05
panZ,15,196,9.900147416225686e-06
paoA,15,287,1.4496644430901896e-05
paoB,15,173,8.738395423505324e-06
paoC,15,245,1.2375184270282106e-05
paoD,15,151,7.627154386990196e-06
parC,15,1795,9.06671663883934e-05
parE,15,1645,8.309052295760843e-05
patA,15,24070,0.0012157987158599604
patD,15,13277,0.0006706339655368797
patZ,15,13234,0.0006684619944200546
pbl,15,3,1.5153286861569926e-07
pbpC,15,179,9.041461160736722e-06
pbpG,15,1171,5.914832971632795e-05
pck,15,66854,0.0033768594661446527
pcm,15,2102,0.00010617402994339995
pcnB,15,2203,0.00011127563652012848
pdeA,15,736,3.717606376705155e-05
pdeB,15,1400,7.071533868732632e-05
pdeC,15,1253,6.329022812515706e-05
pdeD,15,1122,5.667329286227152e-05
pdeF,15,256,1.293080478853967e-05
pdeG,15,155,7.829198211811128e-06
pdeH,15,20456,0.001033252120134248
pdeI,15,37,1.8689053795936241e-06
pdeK,15,1744,8.80911076219265e-05
pdeL,15,1283,6.480555681131404e-05
pdeN,15,495,2.5002923321590377e-05
pdeR,15,11663,0.0005891092822216335
pdhR,15,762,3.848934862838761e-05
pdxA,15,654,3.303416535822244e-05
pdxB,15,1353,6.834132374568037e-05
pdxH,15,715,3.611533368674166e-05
pdxJ,15,2218,0.00011203330086320699
pdxK,15,1589,8.026190941011538e-05
pdxY,15,242,1.2223651401666407e-05
pepA,15,9819,0.0004959670789791837
pepB,15,789,3.9853144445928904e-05
pepD,15,4633,0.00023401726009884488
pepE,15,1529,7.723125203780139e-05
pepN,15,28605,0.0014448659022506924
pepP,15,4879,0.0002464429553253322
pepQ,15,6102,0.0003082178547643323
pepT,15,9346,0.0004720753966941084
perR,15,161,8.132263949042527e-06
pfkA,15,12132,0.0006127989206818878
pfkB,15,2167,0.0001094572420967401
pflA,15,2974,0.0001502195837543632
pflB,15,33447,0.0016894399521964311
pflC,15,101,5.101606576728542e-06
pflD,15,441,2.227533168650779e-05
pgaA,15,691,3.4903070737816064e-05
pgaB,15,183,9.243504985557655e-06
pgaC,15,200,1.0102191241046617e-05
pgaD,15,450,2.2729930292354888e-05
pgi,15,5316,0.0002685162431870191
pgk,15,10924,0.0005517816855859662
pgl,15,6220,0.0003141781475965498
pgm,15,6362,0.0003213507033776929
pgpA,15,923,4.662161257743014e-05
pgpB,15,1775,8.965694726428873e-05
pgpC,15,1344,6.788672513983326e-05
pgrR,15,853,4.3085845643063825e-05
pgsA,15,1321,6.672497314711291e-05
pheA,15,1466,7.40490617968717e-05
pheL,15,100,5.051095620523308e-06
pheM,15,45,2.272993029235489e-06
pheP,15,488,2.4649346628153746e-05
pheS,15,1329,6.712906079675477e-05
pheT,15,24556,0.0012403470405757038
phnC,15,4,2.0204382482093234e-07
phnD,15,22,1.111241036515128e-06
phnE_1,15,1,5.0510956205233086e-08
phnE_2,15,0,0.0
phnF,15,4,2.0204382482093234e-07
phnG,15,0,0.0
phnH,15,1,5.0510956205233086e-08
phnI,15,3,1.5153286861569926e-07
phnJ,15,2,1.0102191241046617e-07
phnK,15,4,2.0204382482093234e-07
phnL,15,13,6.566424306680302e-07
phnM,15,7,3.535766934366316e-07
phnN,15,38,1.9194163357988574e-06
phnO,15,161,8.132263949042527e-06
phnP,15,80,4.040876496418647e-06
phoA,15,1968,9.940556181189872e-05
phoB,15,890,4.4954751022657445e-05
phoE,15,187,9.445548810378587e-06
phoH,15,102017,0.005152976219189264
phoP,15,4321,0.00021825784176281217
phoQ,15,1378,6.960409765081119e-05
phoR,15,505,2.550803288364271e-05
phoU,15,2039,0.00010299183970247027
php,15,79,3.990365540213414e-06
phr,15,539,2.7225405394620635e-05
pinE,15,26,1.3132848613360603e-06
pinH,15,10,5.051095620523309e-07
pinQ,15,44,2.222482073030256e-06
pinR,15,54,2.7275916350825868e-06
pitA,15,1899,9.592030583373764e-05
pitB,15,74,3.7378107591872483e-06
plaP,15,232,1.1718541839614076e-05
pldA,15,1079,5.45013217454465e-05
pldB,15,1667,8.420176399412356e-05
pliG,15,764,3.859037054079808e-05
plsB,15,3773,0.00019057783776234443
plsC,15,654,3.303416535822244e-05
plsX,15,2439,0.0001231962221845635
pmbA,15,2102,0.00010617402994339995
pmrD,15,1233,6.228000900105239e-05
pmrR,15,999,5.0460445249027855e-05
pncA,15,837,4.2277670343780093e-05
pncB,15,1602,8.091855184078341e-05
pncC,15,433,2.1871244036865925e-05
pnp,15,10068,0.0005085443070742867
pntA,15,17851,0.0009016710792196158
pntB,15,9473,0.00047849028813217305
pnuC,15,3347,0.00016906017041891513
polA,15,5362,0.0002708397471724598
polB,15,1053,5.318803688411044e-05
potA,15,848,4.2833290862037656e-05
potB,15,213,1.0758833671714647e-05
potC,15,237,1.1971096620640241e-05
potD,15,2004,0.00010122395623528711
potE,15,694,3.5054603606431764e-05
potF,15,3084,0.00015577578893693884
potG,15,1392,7.031125103768445e-05
potH,15,559,2.8235624518725295e-05
potI,15,630,3.1821902409296843e-05
poxB,15,6659,0.0003363524573706471
ppa,15,5569,0.0002812955151069431
ppc,15,5172,0.00026124266549346553
ppdA,15,101,5.101606576728542e-06
ppdB,15,136,6.8694900439117e-06
ppdC,15,118,5.960292832217504e-06
ppdD,15,6,3.030657372313985e-07
pphA,15,514,2.5962631489489806e-05
pphB,15,44,2.222482073030256e-06
ppiA,15,2241,0.00011319505285592735
ppiB,15,5840,0.0002949839842385612
ppiC,15,457,2.308350698579152e-05
ppiD,15,6458,0.0003261997551733953
ppk,15,2723,0.00013754133374684969
pppA,15,425,2.1467156387224063e-05
ppsA,15,31024,0.0015670519053111512
ppsR,15,3438,0.00017365666743359136
pptA,15,759,3.833781575977191e-05
ppx,15,1475,7.45036604027188e-05
pqiA,15,1303,6.58157759354187e-05
pqiB,15,1793,9.056614447598292e-05
pqqL,15,815,4.116642930726497e-05
prc,15,3287,0.00016602951304660115
preA,15,3440,0.00017375768934600183
preT,15,5047,0.0002549287959678114
prfA,15,795,4.0156210183160305e-05
prfB,15,1852,9.354629089209168e-05
prfC,15,745,3.763066237289865e-05
prfH,15,20,1.0102191241046617e-06
priA,15,394,1.9901316744861837e-05
priB,15,1413,7.137198111799435e-05
priC,15,894,4.5156794847478376e-05
prkB,15,2056,0.00010385052595795922
prlC,15,8394,0.00042398896638672654
prlF,15,3170,0.00016011973117058888
prmA,15,722,3.646891038017829e-05
prmB,15,2297,0.0001160236664034204
prmC,15,247,1.2476206182692573e-05
proA,15,3601,0.00018188995329504435
proB,15,2259,0.00011410425006762155
proC,15,1915,9.672848113302136e-05
proP,15,14267,0.0007206398121800604
proQ,15,6249,0.00031564296532650155
proS,15,2874,0.0001451684881338399
proV,15,1311,6.621986358506058e-05
proW,15,532,2.6871828701184003e-05
proX,15,791,3.9954166358339373e-05
proY,15,323,1.6315038854290288e-05
prpB,15,1736,8.768701997228464e-05
prpC,15,1101,5.5612562781961626e-05
prpD,15,676,3.4145406394737563e-05
prpE,15,510,2.5760587664668874e-05
prpR,15,5907,0.00029836821830431183
prs,15,2707,0.00013673315844756596
psd,15,1655,8.359563251966075e-05
psiE,15,547,2.7629493044262497e-05
psiF,15,4395,0.0002219956525219994
pspA,15,4650,0.00023487594635433385
pspB,15,520,2.6265697226721206e-05
pspC,15,921,4.652059066501967e-05
pspD,15,457,2.308350698579152e-05
pspE,15,6100,0.0003081168328519218
pspF,15,605,3.055912850416602e-05
pspG,15,324,1.636554981049552e-05
pssA,15,9690,0.0004894511656287086
pstA,15,201,1.015270219725185e-05
pstB,15,1292,6.526015541716115e-05
pstC,15,444,2.242686455512349e-05
pstS,15,1304,6.586628689162395e-05
psuG,15,196,9.900147416225686e-06
psuK,15,307,1.550686355500656e-05
psuT,15,312,1.575941833603272e-05
pta,15,3443,0.0001739092222146175
pth,15,698,3.5256647431252696e-05
ptrA,15,983,4.965226994974412e-05
ptrB,15,1869,9.440497714758064e-05
ptsA,15,150,7.576643430784963e-06
ptsG,15,4542,0.00022942076308416867
ptsH,15,3211,0.00016219068037500345
ptsI,15,31898,0.001611198481034525
ptsN,15,5024,0.00025376704397509105
ptsP,15,2192,0.00011072001600187093
purA,15,6229,0.0003146327462023969
purB,15,215,1.0859855584125114e-05
purC,15,175,8.83941733591579e-06
purD,15,163,8.233285861452994e-06
purE,15,16,8.081752992837294e-07
purF,15,889,4.4904240066452214e-05
purH,15,148,7.4756215183744965e-06
purK,15,44,2.222482073030256e-06
purL,15,307,1.550686355500656e-05
purM,15,106,5.354161357754707e-06
purN,15,276,1.3941023912644332e-05
purR,15,453,2.288146316097059e-05
purT,15,56,2.828613547493053e-06
purU,15,1392,7.031125103768445e-05
putA,15,8013,0.00040474429207253273
putP,15,18475,0.0009331899158916812
puuA,15,2403,0.0001213778277611751
puuB,15,116,5.859270919807038e-06
puuC,15,187,9.445548810378587e-06
puuD,15,1974,9.970862754913011e-05
puuE,15,91,4.5964970146762105e-06
puuP,15,973,4.914716038769179e-05
puuR,15,1236,6.24315418696681e-05
pykA,15,15189,0.0007672109138012853
pykF,15,8008,0.00040449173729150653
pyrB,15,52,2.6265697226721207e-06
pyrC,15,213,1.0758833671714647e-05
pyrD,15,111,5.606716138780873e-06
pyrE,15,94,4.74802988329191e-06
pyrF,15,277,1.3991534868849564e-05
pyrG,15,7925,0.00040029932792647223
pyrH,15,1289,6.510862254854544e-05
pyrI,15,104,5.253139445344241e-06
pyrL,15,107,5.404672313959941e-06
qmcA,15,5686,0.00028720529698295533
qor,15,4578,0.00023123915750755707
qorB,15,180,9.091972116941955e-06
qseB,15,102,5.152117532933775e-06
qseC,15,368,1.8588031883525777e-05
queA,15,232,1.1718541839614076e-05
queC,15,1521,7.682716438815953e-05
queD,15,64,3.2327011971349175e-06
queE,15,1142,5.7683511986376184e-05
queF,15,866,4.374248807373185e-05
queG,15,769,3.884292532182424e-05
racC,15,10,5.051095620523309e-07
racR,15,1051,5.3087014971699975e-05
radA,15,733,3.702453089843585e-05
radD,15,313,1.5809929292237956e-05
raiA,15,897027,0.04530969151191162
ralR,15,11,5.55620518257564e-07
rapA,15,1730,8.738395423505324e-05
rapZ,15,3384,0.00017092907579850878
rarA,15,946,4.77833645701505e-05
rarD,15,257,1.2981315744744903e-05
ratA,15,1014,5.121810959210635e-05
ratB,15,727,3.672146516120445e-05
ravA,15,2011,0.00010157753292872374
rayT,15,643,3.2478544839964875e-05
rbbA,15,3436,0.00017355564552118088
rbfA,15,780,3.939854584008181e-05
rbn,15,311,1.570890737982749e-05
rbsA,15,29787,0.001504569852485278
rbsB,15,68298,0.0034497972869050094
rbsC,15,15522,0.000784031062217628
rbsD,15,174316,0.00880486784187141
rbsK,15,3715,0.00018764820230244092
rbsR,15,720,3.636788846776782e-05
rcdA,15,442,2.2325842642713026e-05
rclA,15,2547,0.00012865140545472868
rclB,15,37,1.8689053795936241e-06
rclC,15,212,1.0708322715509414e-05
rclR,15,1533,7.743329586262233e-05
rcnA,15,2942,0.00014860323315579575
rcnB,15,1556,7.859504785534268e-05
rcnR,15,2297,0.0001160236664034204
rcsA,15,173,8.738395423505324e-06
rcsB,15,8551,0.00043191918651094813
rcsC,15,1775,8.965694726428873e-05
rcsD,15,4064,0.00020527652601806727
rcsF,15,1298,6.556322115439255e-05
rdgB,15,369,1.8638542839731008e-05
rdgC,15,646,3.2630077708580575e-05
rdoA,15,2227,0.00011248789946905408
recA,15,5933,0.0002996815031656479
recB,15,584,2.9498398423856124e-05
recC,15,1748,8.829315144674744e-05
recD,15,504,2.5457521927437474e-05
recE,15,204,1.030423506586755e-05
recF,15,164,8.283796817658227e-06
recG,15,308,1.555737451121179e-05
recJ,15,987,4.9854313774565054e-05
recN,15,1601,8.086804088457817e-05
recO,15,453,2.288146316097059e-05
recQ,15,393,1.9850805788656602e-05
recR,15,487,2.4598835671948514e-05
recT,15,261,1.3183359569565836e-05
recX,15,40,2.0204382482093234e-06
relA,15,6883,0.00034766691156061936
relB,15,2579,0.00013026775605329613
relE,15,4500,0.00022729930292354888
rem,15,205,1.0354746022072783e-05
renD,15,249,1.2577228095103039e-05
rep,15,881,4.450015241681035e-05
rfaD,15,4784,0.0002416444144858351
rfaE,15,2166,0.00010940673114053486
rfaH,15,1068,5.394570122718894e-05
rfbA,15,1,5.0510956205233086e-08
rfbB,15,0,0.0
rfbC,15,19,9.597081678994287e-07
rfbD,15,0,0.0
rfbX,15,14,7.071533868732632e-07
rfe,15,1416,7.152351398661005e-05
rffC,15,142,7.172555781143098e-06
rffG,15,355,1.7931389452857745e-05
rffH,15,501,2.5305989058821777e-05
rffM,15,507,2.5609054796053174e-05
rffT,15,564,2.848817929975146e-05
rhaA,15,17,8.586862554889625e-07
rhaB,15,46,2.323503985440722e-06
rhaD,15,15,7.576643430784963e-07
rhaM,15,4,2.0204382482093234e-07
rhaR,15,513,2.5912120533284575e-05
rhaS,15,601,3.0357084679345087e-05
rhaT,15,465,2.3487594635433386e-05
rhlB,15,5374,0.0002714458786469226
rhlE,15,96,4.849051795702376e-06
rho,15,7987,0.00040343100721119664
rhoL,15,2716,0.00013718775705341305
rhsA,15,131,6.616935262885534e-06
rhsB,15,100,5.051095620523308e-06
rhsC,15,484,2.4447302803332814e-05
rhsD,15,610,3.081168328519218e-05
rhsE,15,80,4.040876496418647e-06
rhtA,15,210,1.0607300803098948e-05
rhtB,15,811,4.096438548244403e-05
rhtC,15,265,1.3385403394386767e-05
ribA,15,2172,0.00010970979687776626
ribB,15,14537,0.0007342777703554734
ribC,15,4049,0.00020451886167498876
ribD,15,1912,9.657694826440566e-05
ribE,15,1055,5.3289058796520906e-05
ribF,15,2271,0.00011471038154208434
ridA,15,2116,0.00010688118333027321
rihA,15,3320,0.00016769637460137385
rihB,15,91,4.5964970146762105e-06
rihC,15,1908,9.637490443958473e-05
rimI,15,706,3.566073508089456e-05
rimJ,15,3587,0.0001811827999081711
rimK,15,459,2.3184528898201985e-05
rimL,15,729,3.682248707361492e-05
rimM,15,2767,0.00013976381581987996
rimO,15,297,1.5001753992954226e-05
rimP,15,1154,5.8289643460838984e-05
rlmA,15,439,2.2174309774097325e-05
rlmB,15,1919,9.693052495784229e-05
rlmC,15,150,7.576643430784963e-06
rlmD,15,1813,9.157636360008758e-05
rlmE,15,14985,0.0007569066787354178
rlmF,15,274,1.3840002000233866e-05
rlmG,15,248,1.2526717138897806e-05
rlmH,15,209,1.0556789846893716e-05
rlmI,15,2006,0.00010132497814769757
rlmJ,15,384,1.9396207182809505e-05
rlmL,15,1125,5.682482573088722e-05
rlmM,15,1347,6.803825800844897e-05
rlmN,15,835,4.2176648431369624e-05
rlpA,15,2391,0.00012077169628671231
rluA,15,522,2.636671913913167e-05
rluB,15,1112,5.6168183300219196e-05
rluC,15,723,3.651942133638352e-05
rluD,15,2227,0.00011248789946905408
rluE,15,406,2.0507448219324634e-05
rluF,15,1430,7.223066737348332e-05
rmf,15,294702,0.014885679815594601
rmuC,15,2324,0.0001173874622209617
rna,15,1304,6.586628689162395e-05
rnb,15,764,3.859037054079808e-05
rnc,15,2537,0.00012814629589267634
rnd,15,640,3.2327011971349175e-05
rne,15,5140,0.0002596263148948981
rng,15,2070,0.00010455767934483249
rnhA,15,338,1.7072703197368782e-05
rnhB,15,152,7.67766534319543e-06
rnk,15,1353,6.834132374568037e-05
rnlA,15,3191,0.00016118046125089877
rnlB,15,1263,6.37953376872094e-05
rnpA,15,264,1.3334892438181534e-05
rnr,15,15103,0.0007628669715676353
rnt,15,259,1.308233765715537e-05
rob,15,9779,0.0004939466407309743
rodZ,15,6162,0.00031124851213664627
rof,15,7452,0.00037640764564139694
roxA,15,2608,0.0001317325737832479
rpe,15,1751,8.844468431536313e-05
rph,15,418,2.111357969378743e-05
rpiA,15,2873,0.00014511797717763465
rpiB,15,710,3.586277890571549e-05
rpiR,15,2473,0.00012491359469554142
rplA,15,5467,0.00027614339757400927
rplB,15,1850,9.34452689796812e-05
rplC,15,1282,6.475504585510881e-05
rplD,15,698,3.5256647431252696e-05
rplE,15,8723,0.0004406070709782482
rplF,15,7701,0.0003889848737365
rplI,15,3154,0.00015931155587130516
rplJ,15,16051,0.0008107513580501962
rplK,15,1670,8.435329686273925e-05
rplL,15,10517,0.0005312237264104364
rplM,15,3153,0.0001592610449150999
rplN,15,12365,0.0006245679734777071
rplO,15,6159,0.00031109697926803056
rplP,15,1996,0.00010081986858564525
rplQ,15,2121,0.00010713373811129938
rplR,15,3523,0.00017795009871103616
rplS,15,1410,7.122044824937865e-05
rplT,15,8750,0.0004419708667957895
rplU,15,9610,0.00048541028913228997
rplV,15,877,4.429810859198942e-05
rplW,15,762,3.848934862838761e-05
rplX,15,6532,0.0003299375659325825
rplY,15,2418,0.0001221354921042536
rpmA,15,8838,0.00044641583094185
rpmB,15,5664,0.0002860940559464402
rpmC,15,918,4.636905779640397e-05
rpmD,15,1455,7.349344127861414e-05
rpmE,15,5459,0.0002757393099243674
rpmF,15,5554,0.00028053785076386455
rpmG,15,2366,0.00011950892238158148
rpmH,15,1488,7.516030283338683e-05
rpmI,15,8233,0.000415856702437684
rpmJ,15,2443,0.00012339826600938443
rpoA,15,10341,0.0005223337981183153
rpoB,15,23393,0.0011816027985090175
rpoC,15,19826,0.0010014302177249511
rpoD,15,21175,0.0010695694976458107
rpoE,15,10365,0.000523546061067241
rpoH,15,21153,0.0010684582566092954
rpoN,15,9248,0.00046712532298599557
rpoS,15,80348,0.004058454309178068
rpoZ,15,2854,0.00014415826900973522
rppH,15,2675,0.0001351168078489985
rpsA,15,20109,0.0010157248183310322
rpsB,15,13573,0.0006855852085736287
rpsC,15,2434,0.00012294366740353733
rpsD,15,7985,0.0004033299852987862
rpsE,15,5776,0.0002917512830414263
rpsF,15,3425,0.00017300002500292332
rpsG,15,5996,0.0003028636934065776
rpsH,15,4854,0.0002451801814202014
rpsI,15,2589,0.00013077286561534847
rpsJ,15,785,3.965110062110797e-05
rpsK,15,4259,0.0002151261624780877
rpsL,15,7229,0.00036514370240763
rpsM,15,6777,0.0003423127502028646
rpsN,15,7907,0.00039939013071477804
rpsO,15,6274,0.00031690573923163237
rpsP,15,1045,5.2783949234468574e-05
rpsQ,15,2322,0.00011728644030855123
rpsR,15,1141,5.763300103017095e-05
rpsS,15,727,3.672146516120445e-05
rpsT,15,3242,0.00016375652001736566
rpsU,15,2786,0.00014072352398777937
rraA,15,17806,0.0008993980861903804
rraB,15,6754,0.0003411509982101443
rrrD,15,95,4.7985408394971434e-06
rrrQ,15,23,1.161751992720361e-06
rsd,15,15652,0.0007905974865243082
rseA,15,15173,0.0007664027385020016
rseB,15,1913,9.66274592206109e-05
rseC,15,213,1.0758833671714647e-05
rseP,15,3243,0.0001638070309735709
rsfS,15,479,2.419474802230665e-05
rsgA,15,1961,9.905198511846209e-05
rsmA,15,1449,7.319037554138274e-05
rsmB,15,609,3.076117232898695e-05
rsmC,15,689,3.4802048825405595e-05
rsmD,15,605,3.055912850416602e-05
rsmE,15,613,3.096321615380788e-05
rsmF,15,295,1.490073208054376e-05
rsmG,15,127,6.414891438064602e-06
rsmH,15,6009,0.0003035203358372456
rsmI,15,670,3.384234065750617e-05
rsmJ,15,528,2.666978487636307e-05
rspA,15,156,7.87970916801636e-06
rspB,15,108,5.4551832701651735e-06
rssA,15,3513,0.00017744498914898382
rssB,15,5271,0.0002662432501577836
rstA,15,788,3.980263348972367e-05
rstB,15,331,1.671912650393215e-05
rsuA,15,835,4.2176648431369624e-05
rsxA,15,424,2.1416645431018828e-05
rsxB,15,222,1.1213432277561746e-05
rsxC,15,197,9.950658372430918e-06
rsxD,15,89,4.495475102265745e-06
rsxE,15,90,4.545986058470978e-06
rsxG,15,71,3.586277890571549e-06
rtcA,15,370,1.8689053795936242e-05
rtcB,15,634,3.2023946234117775e-05
rtcR,15,164,8.283796817658227e-06
rusA,15,11,5.55620518257564e-07
rutA,15,60,3.0306573723139854e-06
rutB,15,17,8.586862554889625e-07
rutC,15,19,9.597081678994287e-07
rutD,15,21,1.0607300803098948e-06
rutE,15,24,1.212262948925594e-06
rutF,15,16,8.081752992837294e-07
rutG,15,312,1.575941833603272e-05
rutR,15,1003,5.0662489073848786e-05
ruvA,15,1001,5.056146716143832e-05
ruvB,15,1993,0.00010066833571702954
ruvC,15,622,3.141781475965498e-05
rzoD,15,0,0.0
rzoR,15,0,0.0
rzpD,15,31,1.5658396423622257e-06
rzpR,15,11,5.55620518257564e-07
sad,15,972,4.909664943148656e-05
safA,15,2,1.0102191241046617e-07
sanA,15,449,2.2679419336149657e-05
sapA,15,966,4.879358369425516e-05
sapB,15,346,1.7476790847010648e-05
sapC,15,290,1.4648177299517594e-05
sapD,15,983,4.965226994974412e-05
sapF,15,446,2.2527886467533957e-05
satP,15,498,2.5154456190206077e-05
sbcB,15,1208,6.101723509592157e-05
sbcC,15,800,4.040876496418647e-05
sbcD,15,344,1.7375768934600182e-05
sbmA,15,1143,5.7734022942581415e-05
sbmC,15,3004,0.0001517349124405202
sbp,15,142,7.172555781143098e-06
scpA,15,82,4.141898408829113e-06
scpB,15,87,4.394453189855278e-06
scpC,15,171,8.637373511094858e-06
sdaA,15,2480,0.00012526717138897805
sdaB,15,189,9.546570722789054e-06
sdaC,15,629,3.177139145309161e-05
sdhA,15,10181,0.0005142520451254781
sdhB,15,8200,0.0004141898408829113
sdhC,15,8978,0.00045348736481058265
sdhD,15,3068,0.00015496761363765512
sdhE,15,1342,6.77857032274228e-05
sdiA,15,1269,6.409840342444078e-05
secA,15,3500,0.0001767883467183158
secB,15,9541,0.0004819250331541289
secD,15,6796,0.0003432724583707641
secE,15,3747,0.00018926455290100837
secF,15,2043,0.00010319388352729119
secG,15,3977,0.00020088207282821199
secM,15,1680,8.485840642479159e-05
secY,15,14164,0.0007154371836909214
selA,15,671,3.38928516137114e-05
selB,15,951,4.8035919351176666e-05
selD,15,4385,0.00022149054295994707
seqA,15,3477,0.00017562659472559545
serA,15,3825,0.00019320440748501656
serB,15,506,2.5558543839847943e-05
serC,15,5609,0.0002833159533551524
serS,15,6806,0.00034377756793281636
setA,15,692,3.4953581694021295e-05
setB,15,79,3.990365540213414e-06
setC,15,60,3.0306573723139854e-06
sfmA,15,66,3.3337231095453836e-06
sfmC,15,11,5.55620518257564e-07
sfmD,15,299,1.5102775905364693e-05
sfmF,15,30,1.5153286861569927e-06
sfmH,15,34,1.717372510977925e-06
sfsA,15,25244,0.001275098578444904
sfsB,15,114,5.758249007396572e-06
sgbE,15,120,6.061314744627971e-06
sgbH,15,20,1.0102191241046617e-06
sgbU,15,27,1.3637958175412934e-06
sgcA,15,743,3.7529640460488184e-05
sgcB,15,909,4.591445919055688e-05
sgcC,15,2149,0.00010854804488504591
sgcE,15,784,3.960058966490274e-05
sgcQ,15,904,4.566190440953071e-05
sgcR,15,643,3.2478544839964875e-05
sgcX,15,1638,8.27369462641718e-05
sgrR,15,500,2.5255478102616543e-05
sgrT,15,3061,0.00015461403694421848
shiA,15,1490,7.52613247457973e-05
shoB,15,351,1.7729345628036813e-05
sieB,15,38,1.9194163357988574e-06
sixA,15,5145,0.0002598788696759242
skp,15,6521,0.00032938194541432496
slmA,15,891,4.500526197886268e-05
slp,15,101,5.101606576728542e-06
slt,15,5227,0.00026402076808475336
slyA,15,4099,0.00020704440948525043
slyB,15,23479,0.0011859467407426677
slyD,15,14911,0.0007531688679762305
slyX,15,1231,6.217898708864193e-05
smf,15,2985,0.00015077520427262076
smg,15,18063,0.0009123794019351252
smpB,15,1590,8.031242036632061e-05
smrA,15,2471,0.00012481257278313095
smrB,15,861,4.348993329270569e-05
sodA,15,13908,0.0007025063789023818
sodB,15,9376,0.0004735907253802654
sodC,15,8081,0.00040817903709448856
sohB,15,2397,0.00012107476202394371
solA,15,1921,9.703154687025276e-05
soxR,15,365,1.8436499014910076e-05
soxS,15,283,1.4294600606080963e-05
speA,15,10034,0.0005068269345633088
speB,15,575,2.9043799818009026e-05
speC,15,636,3.2124968146528244e-05
speD,15,1130,5.707738051191339e-05
speE,15,3007,0.0001518864453091359
speF,15,122,6.162336657038436e-06
speG,15,1854,9.364731280450214e-05
spoT,15,2082,0.00010516381081929529
sppA,15,1326,6.697752792813908e-05
spy,15,4191,0.00021169141745613185
sra,15,23223,0.001173015935954128
srlA,15,1336,6.74826374901914e-05
srlB,15,647,3.2680588664785807e-05
srlD,15,2986,0.000150825715228826
srlE,15,1964,9.920351798707778e-05
srlR,15,1862,9.4051400454144e-05
srmB,15,1368,6.909898808875887e-05
ssb,15,4764,0.00024063419536173041
sseA,15,17172,0.0008673741399562626
sseB,15,271,1.3688469131618166e-05
ssnA,15,168,8.485840642479158e-06
