well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
D9,0.085,GC071,2,glucose-acetate,2021-09-13,1,0.0,0.079,∆dpp ∆flh,Double KO,0.006000000000000005
E9,0.086,GC071,3,glucose-acetate,2021-09-13,1,0.0,0.079,∆dpp ∆flh,Double KO,0.006999999999999992
D9,0.086,GC071,2,glucose-acetate,2021-09-13,1,0.12555555555555556,0.07890476190476191,∆dpp ∆flh,Double KO,0.007095238095238085
E9,0.086,GC071,3,glucose-acetate,2021-09-13,1,0.12555555555555556,0.07890476190476191,∆dpp ∆flh,Double KO,0.007095238095238085
D9,0.087,GC071,2,glucose-acetate,2021-09-13,1,0.2511111111111111,0.07895238095238095,∆dpp ∆flh,Double KO,0.00804761904761904
E9,0.087,GC071,3,glucose-acetate,2021-09-13,1,0.2511111111111111,0.07895238095238095,∆dpp ∆flh,Double KO,0.00804761904761904
D9,0.088,GC071,2,glucose-acetate,2021-09-13,1,0.37666666666666665,0.0790952380952381,∆dpp ∆flh,Double KO,0.008904761904761901
E9,0.088,GC071,3,glucose-acetate,2021-09-13,1,0.37666666666666665,0.0790952380952381,∆dpp ∆flh,Double KO,0.008904761904761901
D9,0.089,GC071,2,glucose-acetate,2021-09-13,1,0.5022222222222222,0.07904761904761905,∆dpp ∆flh,Double KO,0.009952380952380949
E9,0.089,GC071,3,glucose-acetate,2021-09-13,1,0.5022222222222222,0.07904761904761905,∆dpp ∆flh,Double KO,0.009952380952380949
D9,0.09,GC071,2,glucose-acetate,2021-09-13,1,0.6277777777777778,0.07919047619047619,∆dpp ∆flh,Double KO,0.01080952380952381
E9,0.091,GC071,3,glucose-acetate,2021-09-13,1,0.6277777777777778,0.07919047619047619,∆dpp ∆flh,Double KO,0.011809523809523811
D9,0.091,GC071,2,glucose-acetate,2021-09-13,1,0.7533333333333333,0.07895238095238095,∆dpp ∆flh,Double KO,0.012047619047619043
E9,0.092,GC071,3,glucose-acetate,2021-09-13,1,0.7533333333333333,0.07895238095238095,∆dpp ∆flh,Double KO,0.013047619047619044
D9,0.092,GC071,2,glucose-acetate,2021-09-13,1,0.8788888888888889,0.07904761904761905,∆dpp ∆flh,Double KO,0.012952380952380951
E9,0.093,GC071,3,glucose-acetate,2021-09-13,1,0.8788888888888889,0.07904761904761905,∆dpp ∆flh,Double KO,0.013952380952380952
D9,0.094,GC071,2,glucose-acetate,2021-09-13,1,1.0044444444444445,0.07919047619047619,∆dpp ∆flh,Double KO,0.014809523809523814
E9,0.094,GC071,3,glucose-acetate,2021-09-13,1,1.0044444444444445,0.07919047619047619,∆dpp ∆flh,Double KO,0.014809523809523814
D9,0.096,GC071,2,glucose-acetate,2021-09-13,1,1.13,0.07919047619047619,∆dpp ∆flh,Double KO,0.016809523809523816
E9,0.096,GC071,3,glucose-acetate,2021-09-13,1,1.13,0.07919047619047619,∆dpp ∆flh,Double KO,0.016809523809523816
D9,0.097,GC071,2,glucose-acetate,2021-09-13,1,1.2555555555555555,0.07919047619047619,∆dpp ∆flh,Double KO,0.017809523809523817
E9,0.098,GC071,3,glucose-acetate,2021-09-13,1,1.2555555555555555,0.07919047619047619,∆dpp ∆flh,Double KO,0.018809523809523818
D9,0.099,GC071,2,glucose-acetate,2021-09-13,1,1.3811111111111112,0.0790952380952381,∆dpp ∆flh,Double KO,0.01990476190476191
E9,0.1,GC071,3,glucose-acetate,2021-09-13,1,1.3811111111111112,0.0790952380952381,∆dpp ∆flh,Double KO,0.020904761904761912
D9,0.102,GC071,2,glucose-acetate,2021-09-13,1,1.5066666666666666,0.07923809523809523,∆dpp ∆flh,Double KO,0.02276190476190476
E9,0.102,GC071,3,glucose-acetate,2021-09-13,1,1.5066666666666666,0.07923809523809523,∆dpp ∆flh,Double KO,0.02276190476190476
D9,0.105,GC071,2,glucose-acetate,2021-09-13,1,1.6322222222222222,0.07928571428571429,∆dpp ∆flh,Double KO,0.025714285714285703
E9,0.105,GC071,3,glucose-acetate,2021-09-13,1,1.6322222222222222,0.07928571428571429,∆dpp ∆flh,Double KO,0.025714285714285703
D9,0.108,GC071,2,glucose-acetate,2021-09-13,1,1.7577777777777779,0.07914285714285714,∆dpp ∆flh,Double KO,0.02885714285714286
E9,0.108,GC071,3,glucose-acetate,2021-09-13,1,1.7577777777777779,0.07914285714285714,∆dpp ∆flh,Double KO,0.02885714285714286
D9,0.112,GC071,2,glucose-acetate,2021-09-13,1,1.8833333333333333,0.07914285714285714,∆dpp ∆flh,Double KO,0.03285714285714286
