well,od600nm,identifier,replicate,growth_medium,date,run_number,time_hr,avg_blank_value,strain,class,od600nm_subtracted
E5,0.097,GC052,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆nmp,Single KO,0.017629629629629634
E6,0.099,GC047,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆his,Single KO,0.019629629629629636
E7,0.113,GC050,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆rbs,Single KO,0.033629629629629634
E8,0.089,GC048,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆dpp,Single KO,0.009629629629629627
E9,0.093,GC053,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆opp,Single KO,0.01362962962962963
E10,0.104,GC055,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆mgl,Single KO,0.024629629629629626
F3,0.09,GC030,1,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆glt,Single KO,0.010629629629629628
F4,0.091,GC030,2,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆glt,Single KO,0.011629629629629629
F5,0.09,GC030,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆glt,Single KO,0.010629629629629628
F6,0.092,GC029,1,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆flh,Single KO,0.01262962962962963
F7,0.094,GC029,2,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆flh,Single KO,0.014629629629629631
F8,0.092,GC029,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,∆flh,Single KO,0.01262962962962963
F9,0.088,GC001,1,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,WT,WT,0.008629629629629626
F10,0.088,GC001,2,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,WT,WT,0.008629629629629626
F11,0.085,GC001,3,glucose-acetate,2021-09-07,1,1.6322222222222222,0.07937037037037037,WT,WT,0.005629629629629637
C3,0.098,GC032,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆mal,Single KO,0.01866666666666668
C4,0.098,GC049,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆pot,Single KO,0.01866666666666668
C5,0.101,GC052,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆nmp,Single KO,0.02166666666666668
C6,0.097,GC047,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆his,Single KO,0.017666666666666678
C7,0.118,GC050,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆rbs,Single KO,0.03866666666666667
C8,0.089,GC048,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆dpp,Single KO,0.00966666666666667
C9,0.095,GC053,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆opp,Single KO,0.015666666666666676
C10,0.106,GC055,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆mgl,Single KO,0.026666666666666672
D3,0.099,GC032,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆mal,Single KO,0.01966666666666668
D4,0.096,GC049,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆pot,Single KO,0.016666666666666677
D5,0.098,GC052,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆nmp,Single KO,0.01866666666666668
D6,0.1,GC047,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆his,Single KO,0.02066666666666668
D7,0.119,GC050,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆rbs,Single KO,0.03966666666666667
D8,0.089,GC048,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆dpp,Single KO,0.00966666666666667
D9,0.092,GC053,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆opp,Single KO,0.012666666666666673
D10,0.106,GC055,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆mgl,Single KO,0.026666666666666672
E3,0.097,GC032,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆mal,Single KO,0.017666666666666678
E4,0.097,GC049,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆pot,Single KO,0.017666666666666678
E5,0.099,GC052,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆nmp,Single KO,0.01966666666666668
E6,0.1,GC047,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆his,Single KO,0.02066666666666668
E7,0.117,GC050,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆rbs,Single KO,0.03766666666666668
E8,0.089,GC048,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆dpp,Single KO,0.00966666666666667
E9,0.094,GC053,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆opp,Single KO,0.014666666666666675
E10,0.107,GC055,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆mgl,Single KO,0.027666666666666673
F3,0.091,GC030,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆glt,Single KO,0.011666666666666672
F4,0.092,GC030,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆glt,Single KO,0.012666666666666673
F5,0.091,GC030,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆glt,Single KO,0.011666666666666672
F6,0.094,GC029,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆flh,Single KO,0.014666666666666675
F7,0.096,GC029,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆flh,Single KO,0.016666666666666677
F8,0.094,GC029,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,∆flh,Single KO,0.014666666666666675
F9,0.089,GC001,1,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,WT,WT,0.00966666666666667
F10,0.089,GC001,2,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,WT,WT,0.00966666666666667
F11,0.086,GC001,3,glucose-acetate,2021-09-07,1,1.7577777777777779,0.07933333333333333,WT,WT,0.006666666666666668
C3,0.1,GC032,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆mal,Single KO,0.020555555555555563
C4,0.1,GC049,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆pot,Single KO,0.020555555555555563
C5,0.103,GC052,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆nmp,Single KO,0.023555555555555552
C6,0.099,GC047,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆his,Single KO,0.019555555555555562
C7,0.123,GC050,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆rbs,Single KO,0.043555555555555556
C8,0.091,GC048,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆dpp,Single KO,0.011555555555555555
C9,0.096,GC053,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆opp,Single KO,0.01655555555555556
C10,0.109,GC055,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆mgl,Single KO,0.029555555555555557
D3,0.1,GC032,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆mal,Single KO,0.020555555555555563
D4,0.097,GC049,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆pot,Single KO,0.01755555555555556
D5,0.099,GC052,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆nmp,Single KO,0.019555555555555562
D6,0.102,GC047,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆his,Single KO,0.02255555555555555
D7,0.124,GC050,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆rbs,Single KO,0.04455555555555556
D8,0.09,GC048,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆dpp,Single KO,0.010555555555555554
D9,0.093,GC053,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆opp,Single KO,0.013555555555555557
D10,0.108,GC055,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆mgl,Single KO,0.028555555555555556
E3,0.099,GC032,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆mal,Single KO,0.019555555555555562
E4,0.098,GC049,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆pot,Single KO,0.01855555555555556
E5,0.1,GC052,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆nmp,Single KO,0.020555555555555563
E6,0.102,GC047,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆his,Single KO,0.02255555555555555
E7,0.122,GC050,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆rbs,Single KO,0.042555555555555555
E8,0.091,GC048,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆dpp,Single KO,0.011555555555555555
E9,0.096,GC053,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆opp,Single KO,0.01655555555555556
E10,0.109,GC055,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆mgl,Single KO,0.029555555555555557
F3,0.092,GC030,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆glt,Single KO,0.012555555555555556
F4,0.093,GC030,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆glt,Single KO,0.013555555555555557
F5,0.092,GC030,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆glt,Single KO,0.012555555555555556
F6,0.096,GC029,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆flh,Single KO,0.01655555555555556
F7,0.098,GC029,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆flh,Single KO,0.01855555555555556
F8,0.095,GC029,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,∆flh,Single KO,0.015555555555555559
F9,0.09,GC001,1,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,WT,WT,0.010555555555555554
F10,0.089,GC001,2,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,WT,WT,0.009555555555555553
F11,0.086,GC001,3,glucose-acetate,2021-09-07,1,1.8833333333333333,0.07944444444444444,WT,WT,0.006555555555555551
C3,0.102,GC032,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆mal,Single KO,0.02259259259259258
C4,0.101,GC049,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆pot,Single KO,0.021592592592592594
C5,0.105,GC052,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆nmp,Single KO,0.025592592592592583
C6,0.101,GC047,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆his,Single KO,0.021592592592592594
C7,0.128,GC050,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆rbs,Single KO,0.04859259259259259
C8,0.092,GC048,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆dpp,Single KO,0.012592592592592586
C9,0.098,GC053,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆opp,Single KO,0.01859259259259259
C10,0.112,GC055,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆mgl,Single KO,0.03259259259259259
D3,0.102,GC032,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆mal,Single KO,0.02259259259259258
D4,0.098,GC049,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆pot,Single KO,0.01859259259259259
D5,0.101,GC052,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆nmp,Single KO,0.021592592592592594
D6,0.103,GC047,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆his,Single KO,0.02359259259259258
D7,0.129,GC050,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆rbs,Single KO,0.04959259259259259
D8,0.091,GC048,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆dpp,Single KO,0.011592592592592585
D9,0.095,GC053,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆opp,Single KO,0.015592592592592588
D10,0.111,GC055,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆mgl,Single KO,0.03159259259259259
E3,0.101,GC032,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆mal,Single KO,0.021592592592592594
E4,0.1,GC049,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆pot,Single KO,0.020592592592592593
E5,0.103,GC052,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆nmp,Single KO,0.02359259259259258
E6,0.104,GC047,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆his,Single KO,0.024592592592592583
E7,0.128,GC050,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆rbs,Single KO,0.04859259259259259
E8,0.092,GC048,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆dpp,Single KO,0.012592592592592586
E9,0.097,GC053,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆opp,Single KO,0.01759259259259259
E10,0.112,GC055,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆mgl,Single KO,0.03259259259259259
F3,0.093,GC030,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆glt,Single KO,0.013592592592592587
F4,0.094,GC030,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆glt,Single KO,0.014592592592592588
F5,0.093,GC030,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆glt,Single KO,0.013592592592592587
F6,0.097,GC029,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆flh,Single KO,0.01759259259259259
F7,0.099,GC029,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆flh,Single KO,0.019592592592592592
F8,0.097,GC029,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,∆flh,Single KO,0.01759259259259259
F9,0.09,GC001,1,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,WT,WT,0.010592592592592584
F10,0.09,GC001,2,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,WT,WT,0.010592592592592584
F11,0.087,GC001,3,glucose-acetate,2021-09-07,1,2.008888888888889,0.07940740740740741,WT,WT,0.007592592592592581
C3,0.104,GC032,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mal,Single KO,0.024518518518518523
C4,0.103,GC049,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆pot,Single KO,0.023518518518518522
C5,0.108,GC052,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆nmp,Single KO,0.028518518518518526
C6,0.103,GC047,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆his,Single KO,0.023518518518518522
C7,0.134,GC050,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆rbs,Single KO,0.054518518518518536
C8,0.093,GC048,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆dpp,Single KO,0.013518518518518527
C9,0.099,GC053,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆opp,Single KO,0.019518518518518532
C10,0.115,GC055,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mgl,Single KO,0.03551851851851853
D3,0.104,GC032,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mal,Single KO,0.024518518518518523
D4,0.101,GC049,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆pot,Single KO,0.021518518518518534
D5,0.104,GC052,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆nmp,Single KO,0.024518518518518523
D6,0.106,GC047,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆his,Single KO,0.026518518518518525
D7,0.135,GC050,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆rbs,Single KO,0.055518518518518536
D8,0.092,GC048,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆dpp,Single KO,0.012518518518518526
D9,0.096,GC053,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆opp,Single KO,0.01651851851851853
D10,0.115,GC055,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mgl,Single KO,0.03551851851851853
E3,0.103,GC032,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mal,Single KO,0.023518518518518522
E4,0.102,GC049,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆pot,Single KO,0.02251851851851852
E5,0.105,GC052,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆nmp,Single KO,0.025518518518518524
E6,0.106,GC047,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆his,Single KO,0.026518518518518525
E7,0.134,GC050,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆rbs,Single KO,0.054518518518518536
E8,0.093,GC048,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆dpp,Single KO,0.013518518518518527
E9,0.098,GC053,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆opp,Single KO,0.01851851851851853
E10,0.115,GC055,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆mgl,Single KO,0.03551851851851853
F3,0.094,GC030,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆glt,Single KO,0.014518518518518528
F4,0.096,GC030,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆glt,Single KO,0.01651851851851853
F5,0.094,GC030,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆glt,Single KO,0.014518518518518528
F6,0.099,GC029,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆flh,Single KO,0.019518518518518532
F7,0.101,GC029,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆flh,Single KO,0.021518518518518534
F8,0.099,GC029,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,∆flh,Single KO,0.019518518518518532
F9,0.091,GC001,1,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,WT,WT,0.011518518518518525
F10,0.091,GC001,2,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,WT,WT,0.011518518518518525
F11,0.088,GC001,3,glucose-acetate,2021-09-07,1,2.1344444444444446,0.07948148148148147,WT,WT,0.008518518518518522
C3,0.106,GC032,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆mal,Single KO,0.026666666666666672
C4,0.105,GC049,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆pot,Single KO,0.02566666666666667
C5,0.11,GC052,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆nmp,Single KO,0.030666666666666675
C6,0.105,GC047,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆his,Single KO,0.02566666666666667
C7,0.141,GC050,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆rbs,Single KO,0.06166666666666666
C8,0.094,GC048,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆dpp,Single KO,0.014666666666666675
C9,0.101,GC053,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆opp,Single KO,0.02166666666666668
C10,0.119,GC055,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆mgl,Single KO,0.03966666666666667
D3,0.107,GC032,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆mal,Single KO,0.027666666666666673
D4,0.102,GC049,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆pot,Single KO,0.02266666666666667
D5,0.106,GC052,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆nmp,Single KO,0.026666666666666672
D6,0.108,GC047,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆his,Single KO,0.028666666666666674
D7,0.141,GC050,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆rbs,Single KO,0.06166666666666666
D8,0.094,GC048,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆dpp,Single KO,0.014666666666666675
D9,0.098,GC053,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆opp,Single KO,0.01866666666666668
D10,0.118,GC055,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆mgl,Single KO,0.03866666666666667
E3,0.105,GC032,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆mal,Single KO,0.02566666666666667
E4,0.104,GC049,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆pot,Single KO,0.02466666666666667
E5,0.107,GC052,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆nmp,Single KO,0.027666666666666673
E6,0.109,GC047,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆his,Single KO,0.029666666666666675
E7,0.14,GC050,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆rbs,Single KO,0.06066666666666669
E8,0.094,GC048,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆dpp,Single KO,0.014666666666666675
E9,0.1,GC053,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆opp,Single KO,0.02066666666666668
E10,0.119,GC055,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆mgl,Single KO,0.03966666666666667
F3,0.096,GC030,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆glt,Single KO,0.016666666666666677
F4,0.097,GC030,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆glt,Single KO,0.017666666666666678
F5,0.096,GC030,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆glt,Single KO,0.016666666666666677
F6,0.102,GC029,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆flh,Single KO,0.02266666666666667
F7,0.104,GC029,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆flh,Single KO,0.02466666666666667
F8,0.102,GC029,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,∆flh,Single KO,0.02266666666666667
F9,0.092,GC001,1,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,WT,WT,0.012666666666666673
F10,0.092,GC001,2,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,WT,WT,0.012666666666666673
F11,0.089,GC001,3,glucose-acetate,2021-09-07,1,2.26,0.07933333333333333,WT,WT,0.00966666666666667
C3,0.109,GC032,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆mal,Single KO,0.029666666666666675
C4,0.108,GC049,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆pot,Single KO,0.028666666666666674
C5,0.113,GC052,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆nmp,Single KO,0.03366666666666668
C6,0.108,GC047,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆his,Single KO,0.028666666666666674
C7,0.145,GC050,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆rbs,Single KO,0.06566666666666666
C8,0.096,GC048,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆dpp,Single KO,0.016666666666666677
C9,0.102,GC053,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆opp,Single KO,0.02266666666666667
C10,0.122,GC055,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆mgl,Single KO,0.04266666666666667
D3,0.109,GC032,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆mal,Single KO,0.029666666666666675
D4,0.105,GC049,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆pot,Single KO,0.02566666666666667
D5,0.109,GC052,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆nmp,Single KO,0.029666666666666675
D6,0.111,GC047,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆his,Single KO,0.031666666666666676
D7,0.146,GC050,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆rbs,Single KO,0.06666666666666667
D8,0.095,GC048,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆dpp,Single KO,0.015666666666666676
D9,0.099,GC053,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆opp,Single KO,0.01966666666666668
D10,0.122,GC055,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆mgl,Single KO,0.04266666666666667
E3,0.108,GC032,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆mal,Single KO,0.028666666666666674
E4,0.106,GC049,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆pot,Single KO,0.026666666666666672
E5,0.11,GC052,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆nmp,Single KO,0.030666666666666675
E6,0.112,GC047,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆his,Single KO,0.03266666666666668
E7,0.144,GC050,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆rbs,Single KO,0.06466666666666666
E8,0.096,GC048,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆dpp,Single KO,0.016666666666666677
E9,0.102,GC053,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆opp,Single KO,0.02266666666666667
E10,0.123,GC055,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆mgl,Single KO,0.04366666666666667
F3,0.097,GC030,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆glt,Single KO,0.017666666666666678
F4,0.099,GC030,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆glt,Single KO,0.01966666666666668
F5,0.097,GC030,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆glt,Single KO,0.017666666666666678
F6,0.104,GC029,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆flh,Single KO,0.02466666666666667
F7,0.107,GC029,2,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆flh,Single KO,0.027666666666666673
F8,0.104,GC029,3,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,∆flh,Single KO,0.02466666666666667
F9,0.093,GC001,1,glucose-acetate,2021-09-07,1,2.3855555555555554,0.07933333333333333,WT,WT,0.013666666666666674
