well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
F3,0.089,GC030,1,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,∆glt,Single KO,0.010111111111111112
F4,0.09,GC030,2,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,∆glt,Single KO,0.011111111111111113
F5,0.09,GC030,3,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,∆glt,Single KO,0.011111111111111113
F6,0.088,GC029,1,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,∆flh,Single KO,0.009111111111111111
F7,0.089,GC029,2,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,∆flh,Single KO,0.010111111111111112
F8,0.087,GC029,3,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,∆flh,Single KO,0.00811111111111111
F9,0.084,GC001,1,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,WT,WT,0.005111111111111122
F10,0.085,GC001,2,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,WT,WT,0.006111111111111123
F11,0.082,GC001,3,glucose-acetate,2021-09-08,1,0.0,0.07888888888888888,WT,WT,0.00311111111111112
C3,0.092,GC032,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆mal,Single KO,0.013148148148148145
C4,0.091,GC049,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆pot,Single KO,0.012148148148148144
C5,0.083,GC052,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆nmp,Single KO,0.004148148148148151
C6,0.085,GC047,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆his,Single KO,0.006148148148148153
C7,0.085,GC050,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆rbs,Single KO,0.006148148148148153
C8,0.082,GC048,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆dpp,Single KO,0.00314814814814815
C9,0.087,GC053,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆opp,Single KO,0.00814814814814814
C10,0.086,GC055,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆mgl,Single KO,0.00714814814814814
D3,0.091,GC032,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆mal,Single KO,0.012148148148148144
D4,0.089,GC049,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆pot,Single KO,0.010148148148148142
D5,0.081,GC052,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆nmp,Single KO,0.002148148148148149
D6,0.085,GC047,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆his,Single KO,0.006148148148148153
D7,0.083,GC050,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆rbs,Single KO,0.004148148148148151
D8,0.083,GC048,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆dpp,Single KO,0.004148148148148151
D9,0.086,GC053,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆opp,Single KO,0.00714814814814814
D10,0.085,GC055,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆mgl,Single KO,0.006148148148148153
E3,0.09,GC032,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆mal,Single KO,0.011148148148148143
E4,0.088,GC049,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆pot,Single KO,0.009148148148148141
E5,0.081,GC052,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆nmp,Single KO,0.002148148148148149
E6,0.084,GC047,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆his,Single KO,0.005148148148148152
E7,0.082,GC050,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆rbs,Single KO,0.00314814814814815
E8,0.083,GC048,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆dpp,Single KO,0.004148148148148151
E9,0.087,GC053,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆opp,Single KO,0.00814814814814814
E10,0.086,GC055,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆mgl,Single KO,0.00714814814814814
F3,0.091,GC030,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆glt,Single KO,0.012148148148148144
F4,0.091,GC030,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆glt,Single KO,0.012148148148148144
F5,0.09,GC030,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆glt,Single KO,0.011148148148148143
F6,0.088,GC029,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆flh,Single KO,0.009148148148148141
F7,0.09,GC029,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆flh,Single KO,0.011148148148148143
F8,0.087,GC029,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,∆flh,Single KO,0.00814814814814814
F9,0.085,GC001,1,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,WT,WT,0.006148148148148153
F10,0.085,GC001,2,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,WT,WT,0.006148148148148153
F11,0.082,GC001,3,glucose-acetate,2021-09-08,1,0.12555555555555556,0.07885185185185185,WT,WT,0.00314814814814815
C3,0.092,GC032,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆mal,Single KO,0.013111111111111101
C4,0.092,GC049,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆pot,Single KO,0.013111111111111101
C5,0.083,GC052,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆nmp,Single KO,0.004111111111111107
C6,0.086,GC047,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆his,Single KO,0.007111111111111096
C7,0.085,GC050,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆rbs,Single KO,0.006111111111111109
C8,0.083,GC048,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆dpp,Single KO,0.004111111111111107
C9,0.088,GC053,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆opp,Single KO,0.009111111111111098
C10,0.087,GC055,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆mgl,Single KO,0.008111111111111097
D3,0.092,GC032,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆mal,Single KO,0.013111111111111101
D4,0.089,GC049,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆pot,Single KO,0.010111111111111099
D5,0.081,GC052,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆nmp,Single KO,0.0021111111111111053
D6,0.086,GC047,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆his,Single KO,0.007111111111111096
D7,0.084,GC050,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆rbs,Single KO,0.005111111111111108
D8,0.083,GC048,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆dpp,Single KO,0.004111111111111107
D9,0.087,GC053,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆opp,Single KO,0.008111111111111097
D10,0.086,GC055,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆mgl,Single KO,0.007111111111111096
E3,0.091,GC032,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆mal,Single KO,0.0121111111111111
E4,0.089,GC049,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆pot,Single KO,0.010111111111111099
E5,0.081,GC052,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆nmp,Single KO,0.0021111111111111053
E6,0.085,GC047,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆his,Single KO,0.006111111111111109
E7,0.082,GC050,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆rbs,Single KO,0.003111111111111106
E8,0.083,GC048,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆dpp,Single KO,0.004111111111111107
E9,0.088,GC053,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆opp,Single KO,0.009111111111111098
E10,0.086,GC055,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆mgl,Single KO,0.007111111111111096
F3,0.091,GC030,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆glt,Single KO,0.0121111111111111
F4,0.091,GC030,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆glt,Single KO,0.0121111111111111
F5,0.091,GC030,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆glt,Single KO,0.0121111111111111
F6,0.089,GC029,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆flh,Single KO,0.010111111111111099
F7,0.092,GC029,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆flh,Single KO,0.013111111111111101
F8,0.088,GC029,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,∆flh,Single KO,0.009111111111111098
F9,0.085,GC001,1,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,WT,WT,0.006111111111111109
F10,0.086,GC001,2,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,WT,WT,0.007111111111111096
F11,0.083,GC001,3,glucose-acetate,2021-09-08,1,0.2511111111111111,0.0788888888888889,WT,WT,0.004111111111111107
C3,0.093,GC032,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆mal,Single KO,0.014111111111111116
C4,0.093,GC049,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆pot,Single KO,0.014111111111111116
C5,0.083,GC052,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆nmp,Single KO,0.004111111111111121
C6,0.086,GC047,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆his,Single KO,0.00711111111111111
C7,0.085,GC050,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆rbs,Single KO,0.006111111111111123
C8,0.083,GC048,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆dpp,Single KO,0.004111111111111121
C9,0.089,GC053,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆opp,Single KO,0.010111111111111112
C10,0.087,GC055,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆mgl,Single KO,0.00811111111111111
D3,0.093,GC032,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆mal,Single KO,0.014111111111111116
D4,0.09,GC049,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆pot,Single KO,0.011111111111111113
D5,0.082,GC052,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆nmp,Single KO,0.00311111111111112
D6,0.086,GC047,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆his,Single KO,0.00711111111111111
D7,0.084,GC050,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆rbs,Single KO,0.005111111111111122
D8,0.084,GC048,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆dpp,Single KO,0.005111111111111122
D9,0.088,GC053,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆opp,Single KO,0.009111111111111111
D10,0.086,GC055,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆mgl,Single KO,0.00711111111111111
E3,0.092,GC032,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆mal,Single KO,0.013111111111111115
E4,0.089,GC049,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆pot,Single KO,0.010111111111111112
E5,0.081,GC052,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆nmp,Single KO,0.002111111111111119
E6,0.086,GC047,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆his,Single KO,0.00711111111111111
E7,0.082,GC050,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆rbs,Single KO,0.00311111111111112
E8,0.084,GC048,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆dpp,Single KO,0.005111111111111122
E9,0.089,GC053,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆opp,Single KO,0.010111111111111112
E10,0.087,GC055,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆mgl,Single KO,0.00811111111111111
F3,0.092,GC030,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆glt,Single KO,0.013111111111111115
F4,0.092,GC030,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆glt,Single KO,0.013111111111111115
F5,0.092,GC030,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆glt,Single KO,0.013111111111111115
F6,0.091,GC029,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆flh,Single KO,0.012111111111111114
F7,0.093,GC029,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆flh,Single KO,0.014111111111111116
F8,0.089,GC029,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,∆flh,Single KO,0.010111111111111112
F9,0.086,GC001,1,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,WT,WT,0.00711111111111111
F10,0.086,GC001,2,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,WT,WT,0.00711111111111111
F11,0.084,GC001,3,glucose-acetate,2021-09-08,1,0.37666666666666665,0.07888888888888888,WT,WT,0.005111111111111122
C3,0.094,GC032,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆mal,Single KO,0.014962962962962956
C4,0.094,GC049,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆pot,Single KO,0.014962962962962956
C5,0.083,GC052,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆nmp,Single KO,0.00396296296296296
C6,0.087,GC047,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆his,Single KO,0.00796296296296295
C7,0.086,GC050,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆rbs,Single KO,0.006962962962962949
C8,0.083,GC048,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆dpp,Single KO,0.00396296296296296
C9,0.089,GC053,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆opp,Single KO,0.009962962962962951
C10,0.087,GC055,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆mgl,Single KO,0.00796296296296295
D3,0.094,GC032,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆mal,Single KO,0.014962962962962956
D4,0.091,GC049,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆pot,Single KO,0.011962962962962953
D5,0.082,GC052,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆nmp,Single KO,0.002962962962962959
D6,0.087,GC047,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆his,Single KO,0.00796296296296295
D7,0.085,GC050,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆rbs,Single KO,0.005962962962962962
D8,0.084,GC048,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆dpp,Single KO,0.004962962962962961
D9,0.088,GC053,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆opp,Single KO,0.00896296296296295
D10,0.087,GC055,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆mgl,Single KO,0.00796296296296295
E3,0.093,GC032,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆mal,Single KO,0.013962962962962955
E4,0.091,GC049,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆pot,Single KO,0.011962962962962953
E5,0.081,GC052,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆nmp,Single KO,0.001962962962962958
E6,0.086,GC047,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆his,Single KO,0.006962962962962949
E7,0.083,GC050,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆rbs,Single KO,0.00396296296296296
E8,0.084,GC048,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆dpp,Single KO,0.004962962962962961
E9,0.09,GC053,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆opp,Single KO,0.010962962962962952
E10,0.088,GC055,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆mgl,Single KO,0.00896296296296295
F3,0.093,GC030,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆glt,Single KO,0.013962962962962955
F4,0.093,GC030,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆glt,Single KO,0.013962962962962955
F5,0.093,GC030,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆glt,Single KO,0.013962962962962955
F6,0.092,GC029,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆flh,Single KO,0.012962962962962954
F7,0.094,GC029,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆flh,Single KO,0.014962962962962956
F8,0.091,GC029,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,∆flh,Single KO,0.011962962962962953
F9,0.087,GC001,1,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,WT,WT,0.00796296296296295
F10,0.087,GC001,2,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,WT,WT,0.00796296296296295
F11,0.084,GC001,3,glucose-acetate,2021-09-08,1,0.5022222222222222,0.07903703703703704,WT,WT,0.004962962962962961
C3,0.096,GC032,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆mal,Single KO,0.01707407407407409
C4,0.095,GC049,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆pot,Single KO,0.016074074074074088
C5,0.083,GC052,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆nmp,Single KO,0.004074074074074091
C6,0.087,GC047,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆his,Single KO,0.00807407407407408
C7,0.086,GC050,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆rbs,Single KO,0.00707407407407408
C8,0.084,GC048,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆dpp,Single KO,0.005074074074074092
C9,0.09,GC053,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆opp,Single KO,0.011074074074074083
C10,0.088,GC055,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆mgl,Single KO,0.009074074074074082
D3,0.095,GC032,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆mal,Single KO,0.016074074074074088
D4,0.092,GC049,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆pot,Single KO,0.013074074074074085
D5,0.082,GC052,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆nmp,Single KO,0.00307407407407409
D6,0.087,GC047,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆his,Single KO,0.00807407407407408
D7,0.085,GC050,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆rbs,Single KO,0.006074074074074093
D8,0.085,GC048,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆dpp,Single KO,0.006074074074074093
D9,0.09,GC053,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆opp,Single KO,0.011074074074074083
D10,0.087,GC055,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆mgl,Single KO,0.00807407407407408
E3,0.095,GC032,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆mal,Single KO,0.016074074074074088
E4,0.092,GC049,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆pot,Single KO,0.013074074074074085
E5,0.081,GC052,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆nmp,Single KO,0.0020740740740740893
E6,0.087,GC047,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆his,Single KO,0.00807407407407408
E7,0.084,GC050,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆rbs,Single KO,0.005074074074074092
E8,0.085,GC048,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆dpp,Single KO,0.006074074074074093
E9,0.091,GC053,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆opp,Single KO,0.012074074074074084
E10,0.088,GC055,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆mgl,Single KO,0.009074074074074082
F3,0.094,GC030,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆glt,Single KO,0.015074074074074087
F4,0.094,GC030,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆glt,Single KO,0.015074074074074087
F5,0.094,GC030,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆glt,Single KO,0.015074074074074087
F6,0.094,GC029,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆flh,Single KO,0.015074074074074087
F7,0.096,GC029,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆flh,Single KO,0.01707407407407409
F8,0.093,GC029,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,∆flh,Single KO,0.014074074074074086
F9,0.087,GC001,1,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,WT,WT,0.00807407407407408
F10,0.087,GC001,2,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,WT,WT,0.00807407407407408
F11,0.085,GC001,3,glucose-acetate,2021-09-08,1,0.6277777777777778,0.07892592592592591,WT,WT,0.006074074074074093
C3,0.097,GC032,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆mal,Single KO,0.01814814814814815
C4,0.096,GC049,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆pot,Single KO,0.01714814814814815
C5,0.083,GC052,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆nmp,Single KO,0.004148148148148151
C6,0.088,GC047,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆his,Single KO,0.009148148148148141
C7,0.086,GC050,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆rbs,Single KO,0.00714814814814814
C8,0.084,GC048,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆dpp,Single KO,0.005148148148148152
C9,0.091,GC053,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆opp,Single KO,0.012148148148148144
C10,0.089,GC055,1,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆mgl,Single KO,0.010148148148148142
D3,0.096,GC032,2,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆mal,Single KO,0.01714814814814815
D4,0.093,GC049,2,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆pot,Single KO,0.014148148148148146
D5,0.082,GC052,2,glucose-acetate,2021-09-08,1,0.7533333333333333,0.07885185185185185,∆nmp,Single KO,0.00314814814814815
