nu_max_preshift,nu_max_postshift,lag_time_hr,shift_time,regrowth_time,shift_biomass,min_gamma,preshift_growth_rate_hr,postshift_growth_rate_hr,useful_fraction_pre,useful_fraction_post
17.5,4.0,2.167207100111717,0.6333333333333333,2.8005404334450503,1.935e+16,0.11268933065730966,2.333950096171765,1.0838075521657264,1,1
18.0,4.0,2.161145542686306,0.6333333333333333,2.7944788760196393,1.935e+16,0.11202544213571085,2.357530950380147,1.0837933522093348,1,1
18.5,4.0,2.177995291556183,0.6166666666666667,2.7946619582228496,1.935e+16,0.10944482305452574,2.380143963527742,1.0837868450744825,1,1
19.0,4.0,2.170004648568514,0.6166666666666667,2.7866713152351807,1.935e+16,0.10830044987607673,2.4019966143736924,1.0837856428989185,1,1
19.5,4.0,2.168922549651436,0.6166666666666667,2.785589216318103,1.935e+16,0.10779494492075505,2.42312759694991,1.0837790034283192,1,1
5.0,4.5,1.89972703272555,1.1833333333333333,3.0830603660588833,1.935e+16,0.2706579679172693,1.2475486387774173,1.1734096447289353,1,1
5.5,4.5,1.8980186222050501,1.1166666666666667,3.014685288871717,1.935e+16,0.25393146311460274,1.3249346264358548,1.1733910092514082,1,1
6.0,4.5,1.8862905352873927,1.0666666666666667,2.9529572019540593,1.935e+16,0.23905108872460445,1.3973211912479149,1.173390572344564,1,1
6.5,4.5,1.8865080335281554,1.0166666666666666,2.903174700194822,1.935e+16,0.2267363815834843,1.4652522380217643,1.1733845934009348,1,1
7.0,4.5,1.8945776983139897,0.9666666666666667,2.8612443649806565,1.935e+16,0.2172534555624896,1.5291420700076201,1.1733706183874728,1,1
7.5,4.5,1.889341197748813,0.9333333333333333,2.8226745310821464,1.935e+16,0.20740394640190957,1.589352640193778,1.1733669878947086,1,1
8.0,4.5,1.8909765204288997,0.9,2.7909765204288997,1.935e+16,0.19981398157432342,1.6462026138436738,1.17335648542237,1,1
8.5,4.5,1.8934968034684343,0.8666666666666667,2.760163470135101,1.935e+16,0.19230299645244367,1.6998617439674741,1.173350702198229,1,1
9.0,4.5,1.8872618285167726,0.85,2.7372618285167727,1.935e+16,0.1841804661450475,1.750803066103648,1.1733358807471184,1,1
9.5,4.5,1.8990946279475318,0.8166666666666667,2.7157612946141985,1.935e+16,0.17966586441932783,1.799019188363581,1.1733377439635466,1,1
10.0,4.5,1.894688892832009,0.8,2.694688892832009,1.935e+16,0.1746193474694375,1.8449511918274706,1.1733275385243302,1,1
10.5,4.5,1.8918186025062855,0.7833333333333333,2.6751519358396187,1.935e+16,0.1682168286623316,1.8885313583327132,1.173324210251894,1,1
11.0,4.5,1.8926409238030657,0.7666666666666666,2.6593075904697323,1.935e+16,0.16358817535424644,1.9300438638352297,1.1733090551430736,1,1
11.5,4.5,1.8953087246368994,0.75,2.6453087246368994,1.935e+16,0.15969029351669903,1.969635902081975,1.1733294969605315,1,1
12.0,4.5,1.8979873486183378,0.7333333333333333,2.6313206819516712,1.935e+16,0.15703412836206057,2.007585007037397,1.1732962696701956,1,1
12.5,4.5,1.8834472100481867,0.7333333333333333,2.61678054338152,1.935e+16,0.1537659236473871,2.0437332737528124,1.1732888124951368,1,1
13.0,4.5,1.891438504259939,0.7166666666666667,2.608105170926606,1.935e+16,0.1495147733526612,2.0783221466257977,1.1732894491043,1,1
13.5,4.5,1.8974958446714252,0.7,2.597495844671425,1.935e+16,0.14571660862933178,2.111456325841204,1.173277012981602,1,1
14.0,4.5,1.8878062747913507,0.7,2.5878062747913506,1.935e+16,0.14500175637232493,2.1432279550817137,1.17326990357,1,1
