,dilution_cycle,species_label,preshift_nutrient_label,stall_biomass,entry_time_hr,exit_time_hr,lag_time_hr,nu_preshift,nu_postshift,K,lam_postshift,lam_preshift,alpha_2_preallocation
0,1.0,0.0,0.0,2.5067610728215244e+16,0.91,1.0677982458216362,0.15779824582163615,10,16.0,0.0001,2.26809427983869,2.26809427983869,1.0
0,1.0,0.0,0.0,2.5464124804056236e+16,0.912,1.0607943258058345,0.14879432580583452,10,17.0,0.0001,2.3192732759964776,2.3192732759964776,1.0000050460023586
0,1.0,0.0,0.0,2.5974955697306384e+16,0.917,1.0549770658101008,0.13797706581010072,10,18.0,0.0001,2.3668416630426936,2.3668416630426936,1.00000235586082
0,1.0,0.0,0.0,2.691225383126237e+16,0.932,1.0598103993177392,0.1278103993177392,10,19.0,0.0001,2.41120375259744,2.41120375259744,1.0
0,1.0,0.0,0.0,2.6703879387007212e+16,0.919,1.045856263226906,0.1268562632269059,10,20.0,0.0001,2.4526664553970194,2.4526664553970194,1.0
0,1.0,0.0,0.0,2.140379725867921e+16,1.243,2.746588114090951,1.5035881140909508,10,1.0,0.001,0.3607164692098265,0.3607164692098265,1.0000001424513767
0,1.0,0.0,0.0,2.3663144543434028e+16,1.245,1.6493593610725998,0.40435936107259973,10,2.0,0.001,0.6459804587064041,0.6122229319132063,1.0000026566128573
0,1.0,0.0,0.0,2.3663144543434028e+16,1.245,4.2473593610726,3.0023593610725996,10,2.0,0.001,0.6459804587064041,0.6122229319132063,1.0000026566128573
0,1.0,0.0,0.0,2.588539397364389e+16,1.233,1.576373878005381,0.343373878005381,10,3.0,0.001,0.8830076453940474,0.8830076453940474,1.0000008853370816
0,1.0,0.0,0.0,2.861133332876105e+16,1.247,1.4649312348913344,0.21793123489133426,10,4.0,0.001,1.0836127278226444,1.0836127278226444,1.0000006960777903
0,1.0,0.0,0.0,3.032439599836084e+16,1.216,1.3805726783486434,0.16457267834864342,10,5.0,0.001,1.2562345267219395,1.2562345267219395,1.0000005053490018
0,1.0,0.0,0.0,3.292962849345147e+16,1.221,1.344306173262014,0.12330617326201398,10,6.0,0.001,1.4065356762838286,1.4065356762838286,1.0000021155487189
0,1.0,0.0,0.0,3.5249477765234748e+16,1.217,1.3166591092157267,0.09965910921572663,10,7.0,0.001,1.5387094315409056,1.5387094315409056,1.0000011599307443
0,1.0,0.0,0.0,3.7636519559288296e+16,1.215,1.2972400761515952,0.08224007615159512,10,8.0,0.001,1.655932840825094,1.655932840825094,1.0000113140045033
0,1.0,0.0,0.0,4.073661654928616e+16,1.226,1.2943533943022802,0.06835339430228027,10,9.0,0.001,1.760663882374089,1.760663882374089,1.0000003222950637
0,1.0,0.0,0.0,4.320805060656181e+16,1.225,1.2842816185639356,0.059281618563935545,10,10.0,0.001,1.854844694486046,1.84744567518973,0.7633036103365657
0,1.0,0.0,0.0,4.669794274226534e+16,1.238,1.2884793216700874,0.050479321670087396,10,11.0,0.001,1.9400261881903729,1.9020180135571658,0.9096125760956774
0,1.0,0.0,0.0,4.830237062245805e+16,1.227,1.2732905044047653,0.04629050440476523,10,12.0,0.001,2.0174640074884596,2.0174640074884596,1.0000068281736965
0,1.0,0.0,0.0,5.240157209133199e+16,1.244,1.2834927930425954,0.03949279304259545,10,13.0,0.001,2.08819487224743,2.08819487224743,1.0000081374518954
0,1.0,0.0,0.0,5.315707278225835e+16,1.227,1.2649712016299628,0.0379712016299627,10,14.0,0.001,2.153072829537374,2.153072829537374,1.0000093124554919
0,1.0,0.0,0.0,5.693798613211867e+16,1.24,1.271933596387362,0.03193359638736193,10,15.0,0.001,2.212805976209743,2.212805976209743,1.0
0,1.0,0.0,0.0,6.04059848380597e+16,1.248,1.2774653724748302,0.029465372474830165,10,16.0,0.001,2.268003594006686,2.268003594006686,1.0000127165939512
0,1.0,0.0,0.0,6.352009105972296e+16,1.2530000000000001,1.2809317267422133,0.027931726742213225,10,17.0,0.001,2.3191713699023024,2.3191713699023024,1.0000011685575456
0,1.0,0.0,0.0,6.525762115174827e+16,1.248,1.274142664168924,0.026142664168923968,10,18.0,0.001,2.366745900909039,2.366745900909039,1.0000012636849298
0,1.0,0.0,0.0,6.761396253539718e+16,1.248,1.272790157219621,0.024790157219620967,10,19.0,0.001,2.41110349675819,2.41110349675819,1.0000001092355566
0,1.0,0.0,0.0,7.328255787038672e+16,1.268,1.2902061183968108,0.022206118396810748,10,20.0,0.001,2.4525683986652904,2.4525683986652904,1.0000375043772929
0,1.0,0.0,0.0,2.4326003929353716e+16,1.752,2.529806167481274,0.777806167481274,10,1.0,0.01,0.3609791329072158,0.3609791329072158,1.0000001395798215
0,1.0,0.0,0.0,3.064172492677281e+16,1.7530000000000001,1.9694835024785022,0.21648350247850212,10,2.0,0.01,0.6443704204921431,0.6443704204921431,1.0000006131613781
0,1.0,0.0,0.0,3.679938322310872e+16,1.701,1.743378509532088,0.04237850953208788,10,3.0,0.01,0.8824985234841558,0.8415623192848612,1.0000001898264506
0,1.0,0.0,0.0,3.679938322310872e+16,1.701,3.415378509532088,1.714378509532088,10,3.0,0.01,0.8824985234841558,0.8415623192848612,1.0000001898264506
0,1.0,0.0,0.0,4.4587160198235e+16,1.699,1.7731090889756596,0.07410908897565949,10,4.0,0.01,1.0833737702758337,1.0833737702758337,1.0000016413150845
0,1.0,0.0,0.0,5.359120167241692e+16,1.703,1.750179908949861,0.047179908949861016,10,5.0,0.01,1.2560427725968548,1.2560427725968548,1.0000009417616065
0,1.0,0.0,0.0,6.19071858948101e+16,1.688,1.7203567051676678,0.032356705167667865,10,6.0,0.01,1.4063647323556192,1.4063647323556192,1.0000117656520302
0,1.0,0.0,0.0,7.170863585166919e+16,1.687,1.7110337370713364,0.02403373707133638,10,7.0,0.01,1.5385519676351327,1.5385519676351327,1.000000026141514
0,1.0,0.0,0.0,8.614100884900125e+16,1.718,1.735128749045826,0.017128749045826064,10,8.0,0.01,1.655786182262996,1.655786182262996,1.0000002966085015
0,1.0,0.0,0.0,9.572647453825965e+16,1.705,1.7184994782872625,0.01349947828726239,10,9.0,0.01,1.7605252072315012,1.7605252072315012,1.0000000118311532
0,1.0,0.0,0.0,1.0614676703159424e+17,1.698,1.709164218660796,0.011164218660796088,10,10.0,0.01,1.854718926330374,1.8509575101249,0.9731118373318016
0,1.0,0.0,0.0,1.3357314933209117e+17,1.764,1.771434899295438,0.007434899295438058,10,11.0,0.01,1.9398980713762528,1.929946779669282,0.9914644283216693
