time_start,time_stop,M_start,M_stop,growth_rate_hr,species_label,steady_state_idx,nu_max_preshift,nu_max_postshift,useful_fraction_pre,useful_fraction_post,dilution_cycle
23.05,29.966666666666665,4.070282218219138e+18,4.946915179948165e+19,0.3608044663243244,1,1,5.0,1.0,1,1,1
0.0,1.05,4600000000000000.0,1.701637091872652e+16,1.245228046405072,1,0,5.0,1.0,1,1,1
19.96666666666553,29.966666666664963,4.204338435788117e+18,1.560628924858162e+20,0.36099304863672427,1,0,5.0,1.0,1,1,2
19.96666666666553,29.966666666664963,4.191707134561839e+18,1.552331562863657e+20,0.3609911673197025,1,0,5.0,1.0,1,1,3
19.983333333332197,29.966666666664963,4.2248260985204603e+18,1.5570420879223046e+20,0.3609944895727533,1,0,5.0,1.0,1,1,4
19.98333333333221,29.966666666664963,4.2251756946935624e+18,1.5575419256061123e+20,0.3609944780859944,1,0,5.0,1.0,1,1,5
19.983333333349236,29.966666666690514,4.2103746494705613e+18,1.549407723260263e+20,0.360991941768283,1,0,5.0,1.0,1,1,6
19.983333333349236,29.966666666690514,4.216755961370735e+18,1.5551525936569693e+20,0.36099364729050104,1,0,5.0,1.0,1,1,7
19.966666666682556,29.966666666690514,4.2035512357712476e+18,1.558857578954263e+20,0.36099274229704537,1,0,5.0,1.0,1,1,8
19.966666666682556,29.966666666690514,4.2115587592282977e+18,1.5614346048129856e+20,0.36099347392998465,1,0,5.0,1.0,1,1,9
20.01666666664846,29.966666666639412,4.2640784493281316e+18,1.552148901242549e+20,0.360996961920641,1,0,5.0,1.0,1,1,10
19.966666666648507,29.966666666639412,4.201401948105465e+18,1.5588586564117286e+20,0.3609924859165752,1,0,5.0,1.0,1,1,11
19.98333333331516,29.966666666639412,4.2127553406216417e+18,1.552463433866648e+20,0.360993310956388,1,0,5.0,1.0,1,1,12
19.99999999998181,29.966666666639412,4.2410340459136947e+18,1.5541591808675856e+20,0.3609942188186382,1,0,5.0,1.0,1,1,13
19.98333333331516,29.966666666639412,4.2269292038227174e+18,1.5593144849165995e+20,0.36099478843233723,1,0,5.0,1.0,1,1,14
19.98333333331516,29.966666666639412,4.222077218125535e+18,1.5553183688362072e+20,0.3609939151922517,1,0,5.0,1.0,1,1,15
19.98333333331516,29.966666666639412,4.2147024587089254e+18,1.5546924823038224e+20,0.36099348818320964,1,0,5.0,1.0,1,1,16
