time_start,time_stop,M_start,M_stop,growth_rate_hr,species_label,steady_state_idx,nu_max_preshift,nu_max_postshift,useful_fraction_pre,useful_fraction_post
0.0,0.7333333333333333,4600000000000000.0,1.7764287360913276e+16,1.8407009197495057,1,0,10.0,1.0,1,0.1
258.75,365.48333333333335,3.3207603911086834e+19,2.9471096681030494e+21,0.04199579587384177,1,1,10.0,1.0,1,0.1
0.0,0.7333333333333333,4600000000000000.0,1.776428739369781e+16,1.8407009222462591,1,0,10.0,1.0,1,0.1
129.51666666666665,196.65,1.6120335227125953e+19,2.944544887862358e+21,0.0774930666764173,1,1,10.0,1.8888888888888888,1,0.1
0.0,0.7333333333333333,4600000000000000.0,1.7765421066643712e+16,1.840787421962226,1,0,10.0,1.8888888888888888,1,0.1
84.41666666666667,135.56666666666666,9.58497317204095e+18,2.939827396561348e+21,0.11181828367423477,1,1,10.0,2.7777777777777777,1,0.1
0.0,0.7333333333333333,4600000000000000.0,1.776655472287747e+16,1.8408739151168148,1,0,10.0,2.7777777777777777,1,0.1
61.733333333333334,104.03333333333333,6.2976814245155e+18,2.93671671594488e+21,0.14515251370775217,1,1,10.0,3.6666666666666665,1,0.1
0.0,0.7333333333333333,4600000000000000.0,1.776768837146735e+16,1.8409604023435913,1,0,10.0,3.6666666666666665,1,0.1
48.016666666666666,84.73333333333333,4.29666017406498e+18,2.936590922140756e+21,0.17760491966819456,1,1,10.0,4.555555555555555,1,0.1
0.0,0.7333333333333333,4599999999999999.0,1.7768821886830824e+16,1.8410468735720038,1,0,10.0,4.555555555555555,1,0.1
38.916666666666664,71.71666666666667,3.045091916430172e+18,2.933670800843107e+21,0.20924472531724578,1,1,10.0,5.444444444444445,1,0.1
0.0,0.75,4600000000000000.0,1.832249005129193e+16,1.8410386597005688,1,0,10.0,5.444444444444445,1,0.1
32.6,62.333333333333336,2.3076693314104556e+18,2.9312368604294393e+21,0.24013739436921863,1,1,10.0,6.333333333333333,1,0.1
0.0,0.75,4600000000000000.0,1.8323690342949436e+16,1.841125465762322,1,0,10.0,6.333333333333333,1,0.1
27.5,55.25,1.6069745627107515e+18,2.928398282065814e+21,0.27027266025676216,1,1,10.0,7.222222222222221,1,0.1
0.0,0.75,4600000000000000.0,1.8324890381381096e+16,1.8412122479957185,1,0,10.0,7.222222222222221,1,0.1
23.7,49.7,1.1969436460755497e+18,2.9251538582839723e+21,0.2997244729221211,1,1,10.0,8.11111111111111,1,0.1
0.0,0.75,4600000000000000.0,1.832609059433244e+16,1.841299037315725,1,0,10.0,8.11111111111111,1,0.1
20.666666666666668,45.25,9.011303021544598e+17,2.9252311138816533e+21,0.3285010909637202,1,1,10.0,9.0,1,0.1
0.0,0.75,4600000000000000.0,1.832729055956025e+16,1.8413858032407464,1,0,10.0,9.0,1,0.1
121.6,186.05,1.4972609892517925e+19,2.9417695557801497e+21,0.08184288609179836,1,1,10.0,1.0,1,0.2
0.0,0.7333333333333333,4600000000000000.0,1.7765562873832712e+16,1.8407982416392061,1,0,10.0,1.0,1,0.2
59.63333333333333,101.11666666666666,5.966666365267125e+18,2.9354223493168843e+21,0.14925679686552676,1,1,10.0,1.8888888888888888,1,0.2
0.0,0.7333333333333333,4600000000000000.0,1.776782999959521e+16,1.840971206666733,1,0,10.0,1.8888888888888888,1,0.2
37.983333333333334,70.4,2.9127726099193805e+18,2.9389732454951493e+21,0.21314487551601957,1,1,10.0,2.7777777777777777,1,0.2
0.0,0.75,4600000000000000.0,1.832264017637268e+16,1.8410495171008923,1,0,10.0,2.7777777777777777,1,0.2
26.933333333333334,54.483333333333334,1.5349957946003456e+18,2.931754302693324e+21,0.27399464234249066,1,1,10.0,3.6666666666666665,1,0.2
0.0,0.75,4600000000000000.0,1.832504044879509e+16,1.8412230998998262,1,0,10.0,3.6666666666666665,1,0.2
26.266666666666666,44.75,6.160232389142911e+18,2.918241942753764e+21,0.3328702113611608,1,2,10.0,4.555555555555555,1,0.2
20.35,26.25,8.762282342693855e+17,6.126235135697721e+18,0.3295181654135777,1,1,10.0,4.555555555555555,1,0.2
0.0,0.75,4600000000000000.0,1.832744069595439e+16,1.8413966585634112,1,0,10.0,4.555555555555555,1,0.2
16.2,38.2,5.7557261021244326e+17,2.9157268779621747e+21,0.3875997614280655,1,1,10.0,5.444444444444445,1,0.2
0.0,0.75,4600000000000000.0,1.8329840591044056e+16,1.8415701689696453,1,0,10.0,5.444444444444445,1,0.2
16.55,33.46666666666667,1.628442580857854e+18,2.9258305381318923e+21,0.4426711540543417,1,2,10.0,6.333333333333333,1,0.2
13.783333333333333,14.316666666666666,4.9150931329670406e+17,6.170836996235654e+17,0.426056907291389,1,1,10.0,6.333333333333333,1,0.2
0.0,0.75,4600000000000000.0,1.8332240364814908e+16,1.8417436481221747,1,0,10.0,6.333333333333333,1,0.2
15.533333333333333,29.883333333333333,2.381220906264693e+18,2.90261151603496e+21,0.49493121396900747,1,1,10.0,7.222222222222221,1,0.2
0.0,0.75,4600000000000000.0,1.8334640113283116e+16,1.841917102825828,1,0,10.0,7.222222222222221,1,0.2
14.316666666666666,27.083333333333332,2.734525322086735e+18,2.904403617172166e+21,0.5452324129502852,1,1,10.0,8.11111111111111,1,0.2
0.0,0.75,4600000000000000.0,1.833703948254e+16,1.842090507750004,1,0,10.0,8.11111111111111,1,0.2
13.266666666666666,24.85,2.993087831851877e+18,2.915134970257921e+21,0.5937874259609089,1,1,10.0,9.0,1,0.2
0.0,0.75,4600000000000000.0,1.8339438895952868e+16,1.842263892777687,1,0,10.0,9.0,1,0.2
