time_hr,od650nm,culture_temp_C,stir_rate,date,strain,tech_rep,preshift_carbon,preshift_conc_M,postshift_carbon,postshift_conc_M
20.937641666666664,0.2250380404411248,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
20.954319444444444,0.2312869138475689,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
20.971,0.23525768042968,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
20.987677777777776,0.2113664988664,37.13000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.004358333333332,0.2199488379074223,36.81,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.02103611111111,0.2156141206641318,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.03771388888889,0.2466672435549003,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.054394444444448,0.2206600791556297,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.071072222222224,0.2330522331844608,37.110000000000014,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.08776111111111,0.2420479528522406,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.10445,0.2291996977666363,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.12113888888889,0.2371412158506269,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.137819444444442,0.2229712754043249,37.13000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.154494444444442,0.218821028626471,37.09000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.17117777777778,0.2246721758180891,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.18785833333333,0.2249614772283242,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.204538888888887,0.2414474040276273,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.22122222222222,0.2296852356812453,36.77000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.23791111111111,0.2411907991897635,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.254591666666666,0.2222540284535419,37.110000000000014,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.271269444444446,0.236139806878022,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.28795,0.2316274925221482,36.870000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.304627777777778,0.2394202956910281,37.09000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.321313888888888,0.2227779922278862,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.33799722222222,0.241864346604657,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.35468611111111,0.2512165199894888,36.870000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.371372222222224,0.2297662427116999,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.388058333333333,0.2421784932810533,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.404744444444447,0.2385902115905364,37.170000000000016,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.421433333333333,0.2285475186858807,36.85000000000002,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.43811111111111,0.218243750144734,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.454788888888892,0.2242392812877172,37.110000000000014,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.47146944444444,0.2231908216576437,37.09000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.488147222222224,0.2316548497205152,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.504825,0.2288839292056892,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.521505555555557,0.2251818781725443,37.190000000000055,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.538183333333336,0.2366783546229537,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.554869444444446,0.2401637288877425,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.57155555555556,0.2311947776359633,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.588241666666665,0.2301294621585162,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.604927777777778,0.2377883227326961,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.621613888888888,0.2348310005080857,36.85000000000002,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.638302777777778,0.2242030673673206,37.110000000000014,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.655,0.2361596565676171,37.110000000000014,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.67168888888889,0.2299259018264281,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.688366666666667,0.2335044222149665,37.170000000000016,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.705047222222223,0.2189624039813647,37.170000000000016,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.721725000000003,0.2337513536531326,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.73840277777778,0.2273255218106107,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.755083333333335,0.2481765449035692,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.77176111111111,0.2444890734654538,36.81,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.788441666666667,0.2228210175207965,36.870000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.805119444444443,0.2273425708700206,36.77000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.82180277777778,0.2289581954297117,37.09000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.838483333333333,0.2161434024331363,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.855172222222222,0.2434364401533534,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.871855555555552,0.2296270691324772,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.88854444444444,0.2206037477956252,36.870000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.905227777777778,0.2291571730184641,36.81,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.921916666666664,0.2240847793434024,37.13000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.93859722222222,0.2353231933241561,37.25000000000006,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.955275,0.2347423999430147,37.13000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.97196388888889,0.2360770017314411,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
21.988644444444443,0.2340949996727818,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.005322222222222,0.239165871516294,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.02200277777778,0.2555674556711338,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.03868888888889,0.2327970063012203,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.055377777777778,0.2363836116332707,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.072058333333334,0.2345059652830776,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.088747222222224,0.2273668530169223,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.105436111111114,0.2335291922269222,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.122127777777777,0.240122362430356,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.138805555555553,0.2379769991069837,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.155491666666666,0.2422560883368184,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.172169444444442,0.232199441369223,36.79000000000002,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.188847222222225,0.2300666214693915,36.81,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.205525,0.2256285474563188,36.85000000000002,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.222213888888888,0.2311877373767999,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.238894444444444,0.2201643242054163,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.255580555555554,0.2335384066360208,37.21000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.272258333333333,0.2311163920203312,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.28893611111111,0.2258008661821671,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.305616666666666,0.2315584762331398,37.170000000000016,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.32229444444444,0.2229500275581738,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.33898611111111,0.2248848121734286,37.13000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.355674999999998,0.2334140917306789,36.89000000000004,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.372355555555554,0.2322585996933721,36.870000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.389044444444444,0.2291822278249875,37.09000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.405725,0.2210491976172033,37.170000000000016,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.422405555555557,0.2440435875550461,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.439080555555556,0.2324199701721211,37.13000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.455761111111112,0.2231161297853673,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.472438888888888,0.2360452044843743,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.489119444444444,0.2269831124984083,37.110000000000014,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.505805555555554,0.2238471219392939,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.522491666666667,0.2169573209302396,37.190000000000055,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.539172222222223,0.2232738171599984,36.950000000000045,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.555855555555556,0.2174085652982944,37.110000000000014,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.572544444444446,0.2319556749430305,37.09000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.58922777777778,0.225075019809888,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.605908333333335,0.2183834962477575,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.62258888888889,0.2316898576645635,36.93000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.639275,0.2263212779539866,37.05000000000001,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.655961111111115,0.2140867324356321,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.67266111111111,0.219050979037012,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.689344444444444,0.2252351875944956,37.13000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.70602222222222,0.2177885117029465,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.722702777777776,0.2299887403094769,37.01000000000005,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.739380555555556,0.2284016456960003,37.03000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
22.756058333333332,0.2240227567544986,36.97000000000003,0.75,2024-04-18,WT,1,glucose,0.005,acetate,0.03
