time_hr,od650nm,culture_temp_C,stir_rate,date,strain,tech_rep,preshift_carbon,preshift_conc_M,postshift_carbon,postshift_conc_M,log_od650nm_filtered,pearson_correlation,phase,time_hr_centered,od650nm_centered,log_od650nm_filtered_centered
2.502536111111111,0.1000167766869072,36.93000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.307175540801434,0.9989209599738796,preshift_exponential,-1.9186472222222224,0.2593829437362601,2.4148626144766947
2.552583333333333,0.1007363553158545,36.93000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.2947354078002977,0.999867428589066,preshift_exponential,-1.8686000000000005,0.2612490948881846,2.401841840126284
2.569272222222222,0.1019250284605724,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.282295274799162,0.9998766211940118,preshift_exponential,-1.8519111111111115,0.2643317931077277,2.388821065775874
2.5859583333333336,0.1020709371692596,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.269855141798026,0.9998845143570494,preshift_exponential,-1.835225,0.2647101919287027,2.375800291425464
2.6026472222222226,0.102701591860867,36.93000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.2574150087968903,0.9998908898564444,preshift_exponential,-1.818536111111111,0.266345728243798,2.362779517075054
2.6193305555555555,0.1097186831724756,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.244974875795754,0.9998951651992144,preshift_exponential,-1.801852777777778,0.2845438132167707,2.349758742724644
2.6360194444444445,0.1061273979888461,37.01000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.2325347427946185,0.9998976836098482,preshift_exponential,-1.785163888888889,0.2752301945061591,2.336737968374234
2.6526944444444447,0.1084913753104583,36.870000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.2200946097934824,0.9998944352973452,preshift_exponential,-1.7684888888888888,0.2813609199396034,2.3237171940238235
2.669372222222222,0.1091475431355716,36.950000000000045,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.2076544767923467,0.9998855932031696,preshift_exponential,-1.7518111111111114,0.2830626218710273,2.310696419673414
2.686058333333333,0.1114974642549721,36.93000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.1952143437912106,0.9998747731149328,preshift_exponential,-1.7351250000000005,0.2891568940290492,2.2976756453230034
2.702738888888889,0.1128119537482111,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.1827742107900745,0.9998628333146816,preshift_exponential,-1.7184444444444449,0.2925658836561999,2.2846548709725933
2.7194194444444446,0.1133709827405839,36.97000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.170334077788939,0.9998439851251888,preshift_exponential,-1.7017638888888889,0.2940156662874627,2.2716340966221837
2.7361027777777776,0.1152801235141387,37.03000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.1578939447878027,0.9998091830456513,preshift_exponential,-1.685080555555556,0.2989668211862227,2.258613322271773
2.752786111111112,0.1154218841478455,37.05000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.145453811786667,0.9997627829844196,preshift_exponential,-1.6683972222222216,0.299334462412973,2.245592547921363
2.7694666666666667,0.1211582758546245,37.09000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.133013678785531,0.9997243096005562,preshift_exponential,-1.6517166666666667,0.314211188264541,2.2325717735709527
2.78615,0.122019114476545,36.97000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.1139692762213755,0.9996931896945184,preshift_exponential,-1.6350333333333331,0.3164436822843651,2.212638476362346
2.8028388888888887,0.1204750119136215,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.1009776346426743,0.9996761437147712,preshift_exponential,-1.6183444444444448,0.3124392154192154,2.199040451853908
2.8195277777777776,0.1258610632690936,37.03000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.0879903452862822,0.9996703699732472,preshift_exponential,-1.6016555555555558,0.3264073705825271,2.185446982707105
2.8362166666666666,0.1276374914296542,36.93000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.075000326687963,0.999671084504138,preshift_exponential,-1.5849666666666669,0.331014349340347,2.1718506569314164
2.8528944444444444,0.1295573987489541,36.97000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.0616012190162336,0.9996723504160852,preshift_exponential,-1.568288888888889,0.3359934261380299,2.1578261479109333
2.8695833333333334,0.1247568339533959,36.950000000000045,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.049423827674158,0.9996873122062864,preshift_exponential,-1.5516,0.323543668512202,2.1450803786472665
2.886261111111111,0.1269252322980498,37.25000000000006,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.036624213816161,0.9997125936537912,preshift_exponential,-1.5349222222222223,0.3291671805314889,2.131683344724708
2.902938888888889,0.1278272912265862,37.01000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.0242894456551346,0.9997350503555854,preshift_exponential,-1.5182444444444445,0.3315065750616666,2.118772853102578
2.919625,0.1299672547661,36.73000000000002,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-2.011410888498324,0.9997534273650988,preshift_exponential,-1.5015583333333336,0.3370563444179111,2.1052931912145274
2.9363027777777777,0.1336299443443154,36.93000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.998892217153957,0.9997794495217334,preshift_exponential,-1.4848805555555558,0.3465551428821292,2.0921902127554493
2.9529916666666667,0.1361951506066923,37.03000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.9860595384601083,0.9997976006040848,preshift_exponential,-1.4681916666666668,0.3532077343139536,2.078758570700766
2.9696777777777776,0.1355370485218714,36.93000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.9734794159646996,0.9998176339391568,preshift_exponential,-1.4515055555555558,0.3515010160843292,2.065591272867352
2.9863555555555554,0.139553836016765,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.9607282482908368,0.9998253028537202,preshift_exponential,-1.434827777777778,0.3619181300856134,2.052244946347334
3.0030444444444444,0.1417158797712544,37.01000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.947030471470968,0.9998354724805812,preshift_exponential,-1.418138888888889,0.3675251621466603,2.037907827840844
3.0197333333333334,0.1456443342604243,37.03000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.9349803017483336,0.9998551190814216,preshift_exponential,-1.40145,0.377713193829831,2.0252952182466983
3.0364222222222224,0.146946418553049,36.870000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.9227906147986131,0.9998626958699948,preshift_exponential,-1.384761111111111,0.3810900118797767,2.012536579479737
3.0531,0.1487483583270548,37.13000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.9087503888750432,0.999858725484842,preshift_exponential,-1.368083333333333,0.3857631523118084,1.997841028108792
3.069777777777778,0.1504839160875211,36.85000000000002,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.8953391338452372,0.9998674275567516,preshift_exponential,-1.3514055555555555,0.3902641380048716,1.983803804754109
3.0864527777777777,0.1507116776413261,36.73000000000002,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.8820559159587915,0.9998823820380632,preshift_exponential,-1.3347305555555558,0.3908548135320466,1.969900594657324
3.103133333333333,0.1535153937587124,36.85000000000002,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.869581276892077,0.999896923676148,preshift_exponential,-1.3180500000000004,0.39812595507468,1.9568437036758797
3.119811111111111,0.1581021597137325,36.950000000000045,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.8552076102439712,0.9999016097427792,preshift_exponential,-1.3013722222222226,0.4100212479950538,1.9417991482843968
3.136488888888889,0.1558086506565056,36.97000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.8405973847321453,0.99990733663579,preshift_exponential,-1.2846944444444444,0.4040732745604413,1.926506992679572
3.153175,0.1570734804852576,37.09000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.8263843571376213,0.9999178484178416,preshift_exponential,-1.2680083333333334,0.4073534770942035,1.9116305741454973
3.1698555555555554,0.1606225637761504,36.97000000000003,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.8126939670845483,0.9999291173602668,preshift_exponential,-1.251327777777778,0.4165576496545601,1.897301187182039
3.186547222222222,0.1623187490609276,37.01000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.7990617143935586,0.9999358296300324,preshift_exponential,-1.2346361111111115,0.4209565269915583,1.8830326511333535
3.203225,0.1657868069084579,37.13000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.784693441278335,0.999939209145245,preshift_exponential,-1.2179583333333333,0.4299505686247536,1.8679937410170948
3.219908333333333,0.1653507787775764,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.7695393568149873,0.9999449610118474,preshift_exponential,-1.2012750000000003,0.428819775732938,1.852132341925438
3.236597222222222,0.1690002261915758,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.754758566222851,0.9999557699624858,preshift_exponential,-1.1845861111111111,0.4382842320432739,1.8366616601406616
3.253283333333333,0.1740821436958179,36.89000000000004,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.7412070477553183,0.9999708521869488,preshift_exponential,-1.1679000000000004,0.4514636481946414,1.8224776265732516
3.269972222222222,0.1739212911947919,36.85000000000002,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.727590540238662,0.9999803310207624,preshift_exponential,-1.1512111111111114,0.4510464942270218,1.808225570602559
3.2866500000000003,0.1758916740138621,36.870000000000005,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.7137596509972566,0.9999853103838892,preshift_exponential,-1.1345333333333332,0.4561564739007088,1.7937491266721437
3.303336111111112,0.1835797428654197,36.950000000000045,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.6999043807326228,0.999987341614434,preshift_exponential,-1.1178472222222218,0.4760946682359108,1.7792471637378833
3.320036111111111,0.1882020795906797,37.05000000000001,0.75,2024-04-20,WT,1,glucose,0.005,acetate,0.03,-1.6855580907576488,0.999987476090939,preshift_exponential,-1.1011472222222225,0.4880822101909107,1.7642312628216603
